Date,Ticker,Forecast,Days_Ahead
14/01/2025,ACCL.TA,195.7802088,
15/01/2025,ACCL.TA,200.0811305,
16/01/2025,ACCL.TA,200.3834364,
17/01/2025,ACCL.TA,197.1611875,
18/01/2025,ACCL.TA,201.0357477,
19/01/2025,ACCL.TA,199.5382638,
20/01/2025,ACCL.TA,194.0291959,
21/01/2025,ACCL.TA,200.7547906,
22/01/2025,ACCL.TA,198.3448984,
23/01/2025,ACCL.TA,198.178092,
25/12/2024,ACKR.TA,579.8562796,
26/12/2024,ACKR.TA,553.4467604,
27/12/2024,ACKR.TA,534.8657217,
28/12/2024,ACKR.TA,542.4444862,
29/12/2024,ACKR.TA,530.252595,
30/12/2024,ACKR.TA,530.0752224,
31/12/2024,ACKR.TA,529.4310546,
01/01/2025,ACKR.TA,530.4060921,
02/01/2025,ACKR.TA,528.8604186,
03/01/2025,ACKR.TA,526.8221706,
04/01/2025,ACKR.TA,528.8053035,
05/01/2025,ACKR.TA,540.5543593,
06/01/2025,ACKR.TA,542.102384,
07/01/2025,ACKR.TA,541.2421068,
08/01/2025,ACKR.TA,533.8375636,
09/01/2025,ACKR.TA,539.8570107,
10/01/2025,ACKR.TA,537.2192508,
11/01/2025,ACKR.TA,527.0108058,
12/01/2025,ACKR.TA,533.1763429,
13/01/2025,ACKR.TA,527.7893897,
14/01/2025,ACKR.TA,530.141024,
15/01/2025,ACKR.TA,535.5951909,
16/01/2025,ACKR.TA,531.7488611,
17/01/2025,ACKR.TA,536.038675,
18/01/2025,ACKR.TA,535.8766267,
19/01/2025,ACKR.TA,536.322135,
20/01/2025,ACKR.TA,542.7117372,
21/01/2025,ACKR.TA,541.3780746,
22/01/2025,ACKR.TA,534.5450838,
23/01/2025,ACKR.TA,544.455514,
25/12/2024,ACRO.TA,5643.111957,
26/12/2024,ACRO.TA,5883.072497,
27/12/2024,ACRO.TA,5903.636057,
28/12/2024,ACRO.TA,5958.917355,
29/12/2024,ACRO.TA,5827.508125,
30/12/2024,ACRO.TA,5835.447021,
31/12/2024,ACRO.TA,5956.700151,
01/01/2025,ACRO.TA,6013.326407,
02/01/2025,ACRO.TA,5905.42008,
03/01/2025,ACRO.TA,5841.656155,
04/01/2025,ACRO.TA,6034.135436,
05/01/2025,ACRO.TA,6034.771326,
06/01/2025,ACRO.TA,6021.983658,
07/01/2025,ACRO.TA,5863.326593,
08/01/2025,ACRO.TA,5881.758043,
09/01/2025,ACRO.TA,5920.622827,
10/01/2025,ACRO.TA,6032.987623,
11/01/2025,ACRO.TA,5974.216471,
12/01/2025,ACRO.TA,5899.438779,
13/01/2025,ACRO.TA,6068.85079,
14/01/2025,ACRO.TA,5909.323092,
15/01/2025,ACRO.TA,5901.713018,
16/01/2025,ACRO.TA,5929.464796,
17/01/2025,ACRO.TA,6047.600759,
18/01/2025,ACRO.TA,5964.608204,
19/01/2025,ACRO.TA,5936.086256,
20/01/2025,ACRO.TA,5964.851372,
21/01/2025,ACRO.TA,5922.053301,
22/01/2025,ACRO.TA,6019.106444,
23/01/2025,ACRO.TA,5996.059775,
25/12/2024,ADGR.TA,541.0583555,
26/12/2024,ADGR.TA,579.2550191,
27/12/2024,ADGR.TA,619.7031273,
28/12/2024,ADGR.TA,648.8547327,
29/12/2024,ADGR.TA,659.0598598,
30/12/2024,ADGR.TA,683.050651,
31/12/2024,ADGR.TA,690.488794,
01/01/2025,ADGR.TA,690.8284375,
02/01/2025,ADGR.TA,705.133295,
03/01/2025,ADGR.TA,709.0281254,
04/01/2025,ADGR.TA,689.5287509,
05/01/2025,ADGR.TA,689.2324347,
06/01/2025,ADGR.TA,687.9654561,
07/01/2025,ADGR.TA,676.7882729,
08/01/2025,ADGR.TA,666.632474,
09/01/2025,ADGR.TA,681.1890021,
10/01/2025,ADGR.TA,679.0731602,
11/01/2025,ADGR.TA,690.467816,
12/01/2025,ADGR.TA,697.1502893,
13/01/2025,ADGR.TA,705.3775257,
14/01/2025,ADGR.TA,717.1015918,
15/01/2025,ADGR.TA,703.4140632,
16/01/2025,ADGR.TA,694.3099663,
17/01/2025,ADGR.TA,690.185991,
18/01/2025,ADGR.TA,688.7847615,
19/01/2025,ADGR.TA,692.0872228,
20/01/2025,ADGR.TA,694.6159924,
21/01/2025,ADGR.TA,707.3803536,
22/01/2025,ADGR.TA,708.3479746,
23/01/2025,ADGR.TA,706.5943893,
25/12/2024,ARDM.TA,65.47725789,
26/12/2024,ARDM.TA,61.01058368,
27/12/2024,ARDM.TA,54.07119421,
28/12/2024,ARDM.TA,54.96657077,
29/12/2024,ARDM.TA,50.03049201,
30/12/2024,ARDM.TA,40.81969265,
31/12/2024,ARDM.TA,41.11585577,
01/01/2025,ARDM.TA,47.18448085,
02/01/2025,ARDM.TA,43.99283591,
03/01/2025,ARDM.TA,45.389544,
04/01/2025,ARDM.TA,43.86640482,
05/01/2025,ARDM.TA,43.48807319,
06/01/2025,ARDM.TA,39.01035397,
07/01/2025,ARDM.TA,41.53725785,
08/01/2025,ARDM.TA,38.34274842,
09/01/2025,ARDM.TA,26.07985743,
10/01/2025,ARDM.TA,24.47899651,
11/01/2025,ARDM.TA,24.44004266,
12/01/2025,ARDM.TA,26.44416773,
13/01/2025,ARDM.TA,23.76721775,
14/01/2025,ARDM.TA,29.07717022,
15/01/2025,ARDM.TA,31.20873335,
16/01/2025,ARDM.TA,30.72394629,
17/01/2025,ARDM.TA,28.74408653,
18/01/2025,ARDM.TA,27.96658793,
19/01/2025,ARDM.TA,27.93576523,
20/01/2025,ARDM.TA,25.08070681,
21/01/2025,ARDM.TA,29.8292507,
22/01/2025,ARDM.TA,31.64511053,
23/01/2025,ARDM.TA,23.33707069,
25/12/2024,AFHL.TA,17399.31167,
26/12/2024,AFHL.TA,17645.00079,
27/12/2024,AFHL.TA,17050.21349,
28/12/2024,AFHL.TA,17129.84837,
29/12/2024,AFHL.TA,17448.79326,
30/12/2024,AFHL.TA,17386.94166,
31/12/2024,AFHL.TA,17397.61626,
01/01/2025,AFHL.TA,17938.91704,
02/01/2025,AFHL.TA,17888.74353,
03/01/2025,AFHL.TA,17862.7503,
04/01/2025,AFHL.TA,18087.60305,
05/01/2025,AFHL.TA,18683.78453,
06/01/2025,AFHL.TA,18208.84218,
07/01/2025,AFHL.TA,18589.81299,
08/01/2025,AFHL.TA,19073.90682,
09/01/2025,AFHL.TA,18623.71418,
10/01/2025,AFHL.TA,18345.63632,
11/01/2025,AFHL.TA,18693.45221,
12/01/2025,AFHL.TA,19240.52013,
13/01/2025,AFHL.TA,18556.86247,
14/01/2025,AFHL.TA,17972.43203,
15/01/2025,AFHL.TA,17874.56445,
16/01/2025,AFHL.TA,17642.78259,
17/01/2025,AFHL.TA,17956.92292,
18/01/2025,AFHL.TA,18224.68616,
19/01/2025,AFHL.TA,18418.55568,
20/01/2025,AFHL.TA,18576.82414,
21/01/2025,AFHL.TA,18690.66428,
22/01/2025,AFHL.TA,18529.06402,
23/01/2025,AFHL.TA,18447.46155,
25/12/2024,AFPR.TA,17962.26237,
26/12/2024,AFPR.TA,18642.13502,
27/12/2024,AFPR.TA,19123.97543,
28/12/2024,AFPR.TA,18920.48583,
29/12/2024,AFPR.TA,18455.52039,
30/12/2024,AFPR.TA,18926.60147,
31/12/2024,AFPR.TA,18528.58355,
01/01/2025,AFPR.TA,18278.60725,
02/01/2025,AFPR.TA,18391.5819,
03/01/2025,AFPR.TA,18872.3502,
04/01/2025,AFPR.TA,18357.94673,
05/01/2025,AFPR.TA,18808.17886,
06/01/2025,AFPR.TA,18935.05128,
07/01/2025,AFPR.TA,18548.78596,
08/01/2025,AFPR.TA,19053.04185,
09/01/2025,AFPR.TA,19705.14084,
10/01/2025,AFPR.TA,19425.82976,
11/01/2025,AFPR.TA,19506.22912,
12/01/2025,AFPR.TA,19789.732,
13/01/2025,AFPR.TA,19441.34364,
14/01/2025,AFPR.TA,19241.41663,
15/01/2025,AFPR.TA,19488.68666,
16/01/2025,AFPR.TA,19432.03949,
17/01/2025,AFPR.TA,19711.178,
18/01/2025,AFPR.TA,19151.41764,
19/01/2025,AFPR.TA,18335.66266,
20/01/2025,AFPR.TA,18735.93333,
21/01/2025,AFPR.TA,18552.98928,
22/01/2025,AFPR.TA,18617.24228,
23/01/2025,AFPR.TA,18814.11541,
25/12/2024,AFRE.TA,22855.56374,
26/12/2024,AFRE.TA,21796.81746,
27/12/2024,AFRE.TA,21457.78872,
28/12/2024,AFRE.TA,22266.95456,
29/12/2024,AFRE.TA,22172.80794,
30/12/2024,AFRE.TA,21741.384,
31/12/2024,AFRE.TA,21288.36206,
01/01/2025,AFRE.TA,21500.14715,
02/01/2025,AFRE.TA,21591.90613,
03/01/2025,AFRE.TA,21745.17207,
04/01/2025,AFRE.TA,21329.26047,
05/01/2025,AFRE.TA,21945.2153,
06/01/2025,AFRE.TA,22233.021,
07/01/2025,AFRE.TA,22108.87066,
08/01/2025,AFRE.TA,22097.97442,
09/01/2025,AFRE.TA,22185.94801,
10/01/2025,AFRE.TA,21948.90932,
11/01/2025,AFRE.TA,21561.76988,
12/01/2025,AFRE.TA,21403.35744,
13/01/2025,AFRE.TA,21875.67131,
14/01/2025,AFRE.TA,21651.32084,
15/01/2025,AFRE.TA,21717.97246,
16/01/2025,AFRE.TA,21620.45688,
17/01/2025,AFRE.TA,21792.58491,
18/01/2025,AFRE.TA,21932.3307,
19/01/2025,AFRE.TA,22622.02663,
20/01/2025,AFRE.TA,21979.89939,
21/01/2025,AFRE.TA,22817.80343,
22/01/2025,AFRE.TA,22373.62343,
23/01/2025,AFRE.TA,22258.6893,
25/12/2024,AICS-M.TA,7.962581049,
26/12/2024,AICS-M.TA,7.554891473,
27/12/2024,AICS-M.TA,7.365313444,
28/12/2024,AICS-M.TA,8.078797824,
29/12/2024,AICS-M.TA,7.8416356,
30/12/2024,AICS-M.TA,8.195318265,
31/12/2024,AICS-M.TA,8.728008476,
01/01/2025,AICS-M.TA,9.157790856,
02/01/2025,AICS-M.TA,10.06391747,
03/01/2025,AICS-M.TA,11.85617822,
04/01/2025,AICS-M.TA,12.26573668,
05/01/2025,AICS-M.TA,12.7591547,
06/01/2025,AICS-M.TA,12.53495855,
07/01/2025,AICS-M.TA,13.53349627,
08/01/2025,AICS-M.TA,13.36558201,
09/01/2025,AICS-M.TA,14.22511166,
10/01/2025,AICS-M.TA,13.56187927,
11/01/2025,AICS-M.TA,12.94392937,
12/01/2025,AICS-M.TA,14.11845151,
13/01/2025,AICS-M.TA,13.41885501,
14/01/2025,AICS-M.TA,13.25260122,
15/01/2025,AICS-M.TA,13.37882616,
16/01/2025,AICS-M.TA,13.18399706,
17/01/2025,AICS-M.TA,13.04526816,
18/01/2025,AICS-M.TA,13.67596484,
19/01/2025,AICS-M.TA,13.07447325,
20/01/2025,AICS-M.TA,13.15117556,
21/01/2025,AICS-M.TA,13.08816988,
22/01/2025,AICS-M.TA,13.1022273,
23/01/2025,AICS-M.TA,14.3910055,
25/12/2024,ARPT.TA,6480.256495,
26/12/2024,ARPT.TA,6904.881374,
27/12/2024,ARPT.TA,7108.491725,
28/12/2024,ARPT.TA,7192.412231,
29/12/2024,ARPT.TA,7218.95054,
30/12/2024,ARPT.TA,7234.975968,
31/12/2024,ARPT.TA,7203.078711,
01/01/2025,ARPT.TA,7240.602483,
02/01/2025,ARPT.TA,7259.004347,
03/01/2025,ARPT.TA,7264.170875,
04/01/2025,ARPT.TA,7179.237562,
05/01/2025,ARPT.TA,7272.2545,
06/01/2025,ARPT.TA,7210.603263,
07/01/2025,ARPT.TA,7261.705621,
08/01/2025,ARPT.TA,7190.22765,
09/01/2025,ARPT.TA,7202.437082,
10/01/2025,ARPT.TA,7227.801717,
11/01/2025,ARPT.TA,7194.501591,
12/01/2025,ARPT.TA,7175.979394,
13/01/2025,ARPT.TA,7239.55043,
14/01/2025,ARPT.TA,7198.606311,
15/01/2025,ARPT.TA,7302.281318,
16/01/2025,ARPT.TA,7202.152492,
17/01/2025,ARPT.TA,7208.252094,
18/01/2025,ARPT.TA,7206.223659,
19/01/2025,ARPT.TA,7292.274393,
20/01/2025,ARPT.TA,7176.805027,
21/01/2025,ARPT.TA,7205.218932,
22/01/2025,ARPT.TA,7226.727372,
23/01/2025,ARPT.TA,7203.52659,
25/12/2024,ARTS.TA,40.96947125,
26/12/2024,ARTS.TA,38.302994,
27/12/2024,ARTS.TA,45.46601571,
28/12/2024,ARTS.TA,47.98886155,
29/12/2024,ARTS.TA,34.29731416,
30/12/2024,ARTS.TA,44.39577995,
31/12/2024,ARTS.TA,38.6235131,
01/01/2025,ARTS.TA,35.16906116,
02/01/2025,ARTS.TA,41.77916515,
03/01/2025,ARTS.TA,49.65716712,
04/01/2025,ARTS.TA,36.12352,
05/01/2025,ARTS.TA,13.63216582,
06/01/2025,ARTS.TA,41.62933546,
07/01/2025,ARTS.TA,45.80858732,
08/01/2025,ARTS.TA,35.50106952,
09/01/2025,ARTS.TA,47.56660358,
10/01/2025,ARTS.TA,24.66807108,
11/01/2025,ARTS.TA,10.38380785,
12/01/2025,ARTS.TA,21.98983741,
13/01/2025,ARTS.TA,34.32875632,
14/01/2025,ARTS.TA,36.40079665,
15/01/2025,ARTS.TA,31.18553755,
16/01/2025,ARTS.TA,46.13882154,
17/01/2025,ARTS.TA,44.9127968,
18/01/2025,ARTS.TA,50.25349917,
19/01/2025,ARTS.TA,47.26601234,
20/01/2025,ARTS.TA,37.94701284,
21/01/2025,ARTS.TA,51.23348733,
22/01/2025,ARTS.TA,32.80830091,
23/01/2025,ARTS.TA,24.90052336,
25/12/2024,ALAR.TA,690.4757142,
26/12/2024,ALAR.TA,726.4963952,
27/12/2024,ALAR.TA,797.3124088,
28/12/2024,ALAR.TA,846.567854,
29/12/2024,ALAR.TA,883.9147039,
30/12/2024,ALAR.TA,880.143624,
31/12/2024,ALAR.TA,867.7644384,
01/01/2025,ALAR.TA,880.3110087,
02/01/2025,ALAR.TA,900.6280739,
03/01/2025,ALAR.TA,913.6057192,
04/01/2025,ALAR.TA,899.4461793,
05/01/2025,ALAR.TA,892.3643997,
06/01/2025,ALAR.TA,920.0166626,
07/01/2025,ALAR.TA,914.6798446,
08/01/2025,ALAR.TA,906.0174343,
09/01/2025,ALAR.TA,894.8719274,
10/01/2025,ALAR.TA,900.4013694,
11/01/2025,ALAR.TA,899.9768941,
12/01/2025,ALAR.TA,915.4923983,
13/01/2025,ALAR.TA,894.6934712,
14/01/2025,ALAR.TA,890.5812115,
15/01/2025,ALAR.TA,889.5024031,
16/01/2025,ALAR.TA,897.4685912,
17/01/2025,ALAR.TA,892.3103773,
18/01/2025,ALAR.TA,875.0487053,
19/01/2025,ALAR.TA,885.1294505,
20/01/2025,ALAR.TA,890.6147016,
21/01/2025,ALAR.TA,886.1024077,
22/01/2025,ALAR.TA,881.166848,
23/01/2025,ALAR.TA,886.6853786,
25/12/2024,ALBA.TA,1824.582574,
26/12/2024,ALBA.TA,1930.576444,
27/12/2024,ALBA.TA,2009.714266,
28/12/2024,ALBA.TA,1925.703942,
29/12/2024,ALBA.TA,2033.055199,
30/12/2024,ALBA.TA,2123.433817,
31/12/2024,ALBA.TA,2248.294391,
01/01/2025,ALBA.TA,2637.395046,
02/01/2025,ALBA.TA,2709.367503,
03/01/2025,ALBA.TA,3007.52837,
04/01/2025,ALBA.TA,3341.992562,
05/01/2025,ALBA.TA,3716.824241,
06/01/2025,ALBA.TA,4378.098385,
07/01/2025,ALBA.TA,5400.684697,
08/01/2025,ALBA.TA,5805.673312,
09/01/2025,ALBA.TA,6347.139501,
10/01/2025,ALBA.TA,6137.760525,
11/01/2025,ALBA.TA,6358.654294,
12/01/2025,ALBA.TA,6389.930879,
13/01/2025,ALBA.TA,6228.584091,
14/01/2025,ALBA.TA,6374.022841,
15/01/2025,ALBA.TA,6601.809012,
16/01/2025,ALBA.TA,6639.284557,
17/01/2025,ALBA.TA,6747.15303,
18/01/2025,ALBA.TA,6567.029379,
19/01/2025,ALBA.TA,6292.063113,
20/01/2025,ALBA.TA,6186.859632,
21/01/2025,ALBA.TA,6475.536624,
22/01/2025,ALBA.TA,6616.395434,
23/01/2025,ALBA.TA,6389.013337,
25/12/2024,ALMD.TA,35.27963861,
26/12/2024,ALMD.TA,34.46274364,
27/12/2024,ALMD.TA,33.64240802,
28/12/2024,ALMD.TA,33.79315637,
29/12/2024,ALMD.TA,33.99113298,
30/12/2024,ALMD.TA,33.13783381,
31/12/2024,ALMD.TA,32.61971163,
01/01/2025,ALMD.TA,32.39668831,
02/01/2025,ALMD.TA,32.00639042,
03/01/2025,ALMD.TA,31.8057455,
04/01/2025,ALMD.TA,31.48340957,
05/01/2025,ALMD.TA,30.32277946,
06/01/2025,ALMD.TA,31.3479369,
07/01/2025,ALMD.TA,31.42523994,
08/01/2025,ALMD.TA,30.59430136,
09/01/2025,ALMD.TA,32.04570464,
10/01/2025,ALMD.TA,31.16676118,
11/01/2025,ALMD.TA,29.66249382,
12/01/2025,ALMD.TA,30.78955522,
13/01/2025,ALMD.TA,31.15948869,
14/01/2025,ALMD.TA,30.99820033,
15/01/2025,ALMD.TA,30.38929846,
16/01/2025,ALMD.TA,31.66274482,
17/01/2025,ALMD.TA,33.84892414,
18/01/2025,ALMD.TA,32.56676968,
19/01/2025,ALMD.TA,32.81512419,
20/01/2025,ALMD.TA,31.84871959,
21/01/2025,ALMD.TA,33.21134756,
22/01/2025,ALMD.TA,32.97912782,
23/01/2025,ALMD.TA,32.91190996,
25/12/2024,ALLT.TA,1738.244282,
26/12/2024,ALLT.TA,1856.329834,
27/12/2024,ALLT.TA,1990.463474,
28/12/2024,ALLT.TA,2020.364665,
29/12/2024,ALLT.TA,2275.156752,
30/12/2024,ALLT.TA,2614.134069,
31/12/2024,ALLT.TA,2789.65268,
01/01/2025,ALLT.TA,3204.47979,
02/01/2025,ALLT.TA,3614.47733,
03/01/2025,ALLT.TA,4389.348238,
04/01/2025,ALLT.TA,4829.156052,
05/01/2025,ALLT.TA,5202.851389,
06/01/2025,ALLT.TA,5481.700705,
07/01/2025,ALLT.TA,5698.243754,
08/01/2025,ALLT.TA,5796.199813,
09/01/2025,ALLT.TA,5961.282254,
10/01/2025,ALLT.TA,5811.040773,
11/01/2025,ALLT.TA,5698.385011,
12/01/2025,ALLT.TA,5916.987955,
13/01/2025,ALLT.TA,6017.484424,
14/01/2025,ALLT.TA,6036.914662,
15/01/2025,ALLT.TA,5793.401833,
16/01/2025,ALLT.TA,5648.69834,
17/01/2025,ALLT.TA,5606.705705,
18/01/2025,ALLT.TA,5634.577325,
19/01/2025,ALLT.TA,5611.679879,
20/01/2025,ALLT.TA,5520.7206,
21/01/2025,ALLT.TA,5900.86116,
22/01/2025,ALLT.TA,5916.277741,
23/01/2025,ALLT.TA,6134.046802,
25/12/2024,ALMY.TA,991.7739843,
26/12/2024,ALMY.TA,470.3170543,
27/12/2024,ALMY.TA,488.3804766,
28/12/2024,ALMY.TA,488.1123269,
29/12/2024,ALMY.TA,485.6492448,
30/12/2024,ALMY.TA,488.411141,
31/12/2024,ALMY.TA,488.4744722,
01/01/2025,ALMY.TA,487.2122036,
02/01/2025,ALMY.TA,487.7945481,
03/01/2025,ALMY.TA,487.6226414,
04/01/2025,ALMY.TA,488.1859139,
05/01/2025,ALMY.TA,488.7555623,
06/01/2025,ALMY.TA,489.7431544,
07/01/2025,ALMY.TA,487.8747814,
08/01/2025,ALMY.TA,486.6013979,
09/01/2025,ALMY.TA,486.6371244,
10/01/2025,ALMY.TA,486.5220831,
11/01/2025,ALMY.TA,487.8249889,
12/01/2025,ALMY.TA,488.7673095,
13/01/2025,ALMY.TA,488.0227296,
14/01/2025,ALMY.TA,489.3211513,
15/01/2025,ALMY.TA,488.7871625,
16/01/2025,ALMY.TA,489.0599248,
17/01/2025,ALMY.TA,487.3420778,
18/01/2025,ALMY.TA,488.6204869,
19/01/2025,ALMY.TA,486.8644648,
20/01/2025,ALMY.TA,489.3444912,
21/01/2025,ALMY.TA,485.7454233,
22/01/2025,ALMY.TA,488.2974665,
23/01/2025,ALMY.TA,486.1602144,
25/12/2024,ALMA.TA,829.681841,
26/12/2024,ALMA.TA,751.6436027,
27/12/2024,ALMA.TA,745.1733152,
28/12/2024,ALMA.TA,756.7983392,
29/12/2024,ALMA.TA,776.6081455,
30/12/2024,ALMA.TA,743.870989,
31/12/2024,ALMA.TA,758.3134082,
01/01/2025,ALMA.TA,765.1930038,
02/01/2025,ALMA.TA,786.8006385,
03/01/2025,ALMA.TA,766.4500122,
04/01/2025,ALMA.TA,753.136653,
05/01/2025,ALMA.TA,743.2274713,
06/01/2025,ALMA.TA,746.1821955,
07/01/2025,ALMA.TA,737.9735856,
08/01/2025,ALMA.TA,706.6024916,
09/01/2025,ALMA.TA,735.7632906,
10/01/2025,ALMA.TA,762.6440034,
11/01/2025,ALMA.TA,764.4958689,
12/01/2025,ALMA.TA,779.5599845,
13/01/2025,ALMA.TA,757.1723092,
14/01/2025,ALMA.TA,751.4579238,
15/01/2025,ALMA.TA,748.3359576,
16/01/2025,ALMA.TA,752.6866841,
17/01/2025,ALMA.TA,752.9924129,
18/01/2025,ALMA.TA,729.6686175,
19/01/2025,ALMA.TA,743.9828952,
20/01/2025,ALMA.TA,753.4249326,
21/01/2025,ALMA.TA,759.0456265,
22/01/2025,ALMA.TA,746.000031,
23/01/2025,ALMA.TA,754.6841372,
25/12/2024,ALHE.TA,3753.470816,
26/12/2024,ALHE.TA,3863.616521,
27/12/2024,ALHE.TA,4019.20387,
28/12/2024,ALHE.TA,4281.54548,
29/12/2024,ALHE.TA,4620.082824,
30/12/2024,ALHE.TA,4697.451342,
31/12/2024,ALHE.TA,4860.83887,
01/01/2025,ALHE.TA,4949.134436,
02/01/2025,ALHE.TA,5002.253793,
03/01/2025,ALHE.TA,5025.672391,
04/01/2025,ALHE.TA,5014.933581,
05/01/2025,ALHE.TA,5024.312271,
06/01/2025,ALHE.TA,4958.065112,
07/01/2025,ALHE.TA,4884.626079,
08/01/2025,ALHE.TA,5066.369661,
09/01/2025,ALHE.TA,5075.838657,
10/01/2025,ALHE.TA,5008.183577,
11/01/2025,ALHE.TA,4992.497322,
12/01/2025,ALHE.TA,5031.88449,
13/01/2025,ALHE.TA,4960.650938,
14/01/2025,ALHE.TA,5043.724318,
15/01/2025,ALHE.TA,4891.013839,
16/01/2025,ALHE.TA,4944.029481,
17/01/2025,ALHE.TA,4900.682456,
18/01/2025,ALHE.TA,4742.938177,
19/01/2025,ALHE.TA,4939.512868,
20/01/2025,ALHE.TA,5011.743202,
21/01/2025,ALHE.TA,4957.000083,
22/01/2025,ALHE.TA,4981.246826,
23/01/2025,ALHE.TA,4970.592167,
25/12/2024,ALRPR.TA,18256.90633,
26/12/2024,ALRPR.TA,18802.14902,
27/12/2024,ALRPR.TA,19622.47309,
28/12/2024,ALRPR.TA,20218.40379,
29/12/2024,ALRPR.TA,20834.69374,
30/12/2024,ALRPR.TA,20551.13648,
31/12/2024,ALRPR.TA,20351.37089,
01/01/2025,ALRPR.TA,20528.92554,
02/01/2025,ALRPR.TA,20825.69118,
03/01/2025,ALRPR.TA,21010.14735,
04/01/2025,ALRPR.TA,21158.07069,
05/01/2025,ALRPR.TA,20804.66824,
06/01/2025,ALRPR.TA,20869.29828,
07/01/2025,ALRPR.TA,20646.28858,
08/01/2025,ALRPR.TA,20680.96014,
09/01/2025,ALRPR.TA,20895.72365,
10/01/2025,ALRPR.TA,21195.87405,
11/01/2025,ALRPR.TA,21186.3709,
12/01/2025,ALRPR.TA,20903.7672,
13/01/2025,ALRPR.TA,21265.66467,
14/01/2025,ALRPR.TA,21395.33564,
15/01/2025,ALRPR.TA,20948.72871,
16/01/2025,ALRPR.TA,21036.08284,
17/01/2025,ALRPR.TA,20852.34068,
18/01/2025,ALRPR.TA,20771.44513,
19/01/2025,ALRPR.TA,20750.11579,
20/01/2025,ALRPR.TA,21010.91109,
21/01/2025,ALRPR.TA,20835.73633,
22/01/2025,ALRPR.TA,20981.01696,
23/01/2025,ALRPR.TA,21028.16197,
25/12/2024,ALUMA.TA,33.96198397,
26/12/2024,ALUMA.TA,29.73887244,
27/12/2024,ALUMA.TA,24.27652307,
28/12/2024,ALUMA.TA,24.01102565,
29/12/2024,ALUMA.TA,29.11746686,
30/12/2024,ALUMA.TA,25.26674688,
31/12/2024,ALUMA.TA,25.65419744,
01/01/2025,ALUMA.TA,28.89607015,
02/01/2025,ALUMA.TA,24.3061812,
03/01/2025,ALUMA.TA,26.11951439,
04/01/2025,ALUMA.TA,25.55880821,
05/01/2025,ALUMA.TA,20.82910622,
06/01/2025,ALUMA.TA,26.66149409,
07/01/2025,ALUMA.TA,25.86159057,
08/01/2025,ALUMA.TA,26.41429044,
09/01/2025,ALUMA.TA,26.44124841,
10/01/2025,ALUMA.TA,28.60271166,
11/01/2025,ALUMA.TA,26.18225109,
12/01/2025,ALUMA.TA,26.31098853,
13/01/2025,ALUMA.TA,26.96998738,
14/01/2025,ALUMA.TA,25.67745813,
15/01/2025,ALUMA.TA,26.78467931,
16/01/2025,ALUMA.TA,24.77013348,
17/01/2025,ALUMA.TA,25.74536114,
18/01/2025,ALUMA.TA,29.05143147,
19/01/2025,ALUMA.TA,30.50725201,
20/01/2025,ALUMA.TA,24.03456129,
21/01/2025,ALUMA.TA,21.67435532,
22/01/2025,ALUMA.TA,24.7990157,
23/01/2025,ALUMA.TA,23.71422818,
25/12/2024,AMAN.TA,1606.418701,
