Date,Ticker,Forecast
19/01/2025,ACKR.TA,552.2475993
20/01/2025,ACKR.TA,553.9639514
21/01/2025,ACKR.TA,542.9053831
22/01/2025,ACKR.TA,549.0842004
23/01/2025,ACKR.TA,554.2999378
25/12/2024,ACRO.TA,5684.341232
26/12/2024,ACRO.TA,5771.02294
27/12/2024,ACRO.TA,5622.590266
28/12/2024,ACRO.TA,5749.277155
29/12/2024,ACRO.TA,5649.935633
30/12/2024,ACRO.TA,5665.544315
31/12/2024,ACRO.TA,5552.984841
01/01/2025,ACRO.TA,5667.223298
02/01/2025,ACRO.TA,5725.141816
03/01/2025,ACRO.TA,5710.689533
04/01/2025,ACRO.TA,5648.600066
05/01/2025,ACRO.TA,5690.010407
06/01/2025,ACRO.TA,5655.770658
07/01/2025,ACRO.TA,5746.289454
08/01/2025,ACRO.TA,5675.106157
09/01/2025,ACRO.TA,5612.472467
10/01/2025,ACRO.TA,5712.926032
11/01/2025,ACRO.TA,5662.933298
12/01/2025,ACRO.TA,5677.611437
13/01/2025,ACRO.TA,5552.760328
14/01/2025,ACRO.TA,5508.605169
15/01/2025,ACRO.TA,5577.40954
16/01/2025,ACRO.TA,5632.76605
17/01/2025,ACRO.TA,5556.086358
18/01/2025,ACRO.TA,5640.690027
19/01/2025,ACRO.TA,5539.671181
20/01/2025,ACRO.TA,5626.188099
21/01/2025,ACRO.TA,5687.852054
22/01/2025,ACRO.TA,5572.148455
23/01/2025,ACRO.TA,5540.578616
25/12/2024,ADGR.TA,585.458774
26/12/2024,ADGR.TA,658.8710653
27/12/2024,ADGR.TA,694.3097235
28/12/2024,ADGR.TA,714.8289788
29/12/2024,ADGR.TA,710.6210259
30/12/2024,ADGR.TA,711.9754664
31/12/2024,ADGR.TA,728.9214827
01/01/2025,ADGR.TA,721.8478356
02/01/2025,ADGR.TA,716.7104546
03/01/2025,ADGR.TA,722.2287511
04/01/2025,ADGR.TA,717.460851
05/01/2025,ADGR.TA,709.9050097
06/01/2025,ADGR.TA,711.8280849
07/01/2025,ADGR.TA,723.7240464
08/01/2025,ADGR.TA,745.8918134
09/01/2025,ADGR.TA,738.991293
10/01/2025,ADGR.TA,708.2719447
11/01/2025,ADGR.TA,725.7445601
12/01/2025,ADGR.TA,725.0026991
13/01/2025,ADGR.TA,726.5154349
14/01/2025,ADGR.TA,712.8239412
15/01/2025,ADGR.TA,717.6287778
16/01/2025,ADGR.TA,719.7853625
17/01/2025,ADGR.TA,720.6987529
18/01/2025,ADGR.TA,720.8997324
19/01/2025,ADGR.TA,710.9597136
20/01/2025,ADGR.TA,717.5939076
21/01/2025,ADGR.TA,721.4766541
22/01/2025,ADGR.TA,732.7219297
23/01/2025,ADGR.TA,732.0372334
25/12/2024,ARDM.TA,57.11667054
26/12/2024,ARDM.TA,52.39277122
27/12/2024,ARDM.TA,53.76799354
28/12/2024,ARDM.TA,62.93051646
29/12/2024,ARDM.TA,59.89008037
30/12/2024,ARDM.TA,58.27814432
31/12/2024,ARDM.TA,60.21049883
01/01/2025,ARDM.TA,65.51458508
02/01/2025,ARDM.TA,59.12659076
03/01/2025,ARDM.TA,58.90246293
04/01/2025,ARDM.TA,55.85750486
05/01/2025,ARDM.TA,50.40814614
06/01/2025,ARDM.TA,51.64727333
07/01/2025,ARDM.TA,48.7388271
08/01/2025,ARDM.TA,47.29460318
09/01/2025,ARDM.TA,48.01082265
10/01/2025,ARDM.TA,49.72224227
11/01/2025,ARDM.TA,45.65597115
12/01/2025,ARDM.TA,56.09474844
13/01/2025,ARDM.TA,61.3808702
14/01/2025,ARDM.TA,64.34770863
15/01/2025,ARDM.TA,62.10555012
16/01/2025,ARDM.TA,53.59219487
17/01/2025,ARDM.TA,54.13526973
18/01/2025,ARDM.TA,52.7370258
19/01/2025,ARDM.TA,51.0384188
20/01/2025,ARDM.TA,47.64333171
21/01/2025,ARDM.TA,46.41945268
22/01/2025,ARDM.TA,49.61645754
23/01/2025,ARDM.TA,50.16568523
25/12/2024,AFHL.TA,18490.21867
26/12/2024,AFHL.TA,19129.51089
27/12/2024,AFHL.TA,20046.3239
28/12/2024,AFHL.TA,19695.00863
29/12/2024,AFHL.TA,19333.92292
30/12/2024,AFHL.TA,18892.05763
31/12/2024,AFHL.TA,18822.00705
01/01/2025,AFHL.TA,19429.34079
02/01/2025,AFHL.TA,19039.7802
03/01/2025,AFHL.TA,18981.51668
04/01/2025,AFHL.TA,19679.61373
05/01/2025,AFHL.TA,19802.53622
06/01/2025,AFHL.TA,19374.13228
07/01/2025,AFHL.TA,18915.42804
08/01/2025,AFHL.TA,19079.40999
09/01/2025,AFHL.TA,19678.61498
10/01/2025,AFHL.TA,18949.84889
11/01/2025,AFHL.TA,19518.42828
12/01/2025,AFHL.TA,19447.28427
13/01/2025,AFHL.TA,18898.51692
14/01/2025,AFHL.TA,18960.97602
15/01/2025,AFHL.TA,18703.55954
16/01/2025,AFHL.TA,18950.958
17/01/2025,AFHL.TA,19051.33948
18/01/2025,AFHL.TA,19748.29735
19/01/2025,AFHL.TA,19701.14386
20/01/2025,AFHL.TA,20095.63207
21/01/2025,AFHL.TA,19500.23693
22/01/2025,AFHL.TA,18779.70489
23/01/2025,AFHL.TA,18831.95589
25/12/2024,AFPR.TA,17090.30543
26/12/2024,AFPR.TA,17365.91385
27/12/2024,AFPR.TA,17413.82244
28/12/2024,AFPR.TA,17536.65165
29/12/2024,AFPR.TA,17295.81161
30/12/2024,AFPR.TA,17733.55357
31/12/2024,AFPR.TA,18374.9064
01/01/2025,AFPR.TA,17590.10623
02/01/2025,AFPR.TA,17742.3769
03/01/2025,AFPR.TA,17729.65683
04/01/2025,AFPR.TA,17897.61384
05/01/2025,AFPR.TA,17685.9725
06/01/2025,AFPR.TA,17556.44535
07/01/2025,AFPR.TA,17305.9781
08/01/2025,AFPR.TA,17064.80323
09/01/2025,AFPR.TA,17200.85729
10/01/2025,AFPR.TA,16943.13419
11/01/2025,AFPR.TA,17238.59872
12/01/2025,AFPR.TA,17388.54822
13/01/2025,AFPR.TA,17294.17299
14/01/2025,AFPR.TA,17216.42998
15/01/2025,AFPR.TA,17612.53211
16/01/2025,AFPR.TA,17331.38433
17/01/2025,AFPR.TA,17637.98821
18/01/2025,AFPR.TA,17673.71021
19/01/2025,AFPR.TA,17590.86108
20/01/2025,AFPR.TA,17900.78383
21/01/2025,AFPR.TA,17926.48961
22/01/2025,AFPR.TA,17941.96411
23/01/2025,AFPR.TA,17388.58291
25/12/2024,AFRE.TA,22550.52736
26/12/2024,AFRE.TA,21910.98641
27/12/2024,AFRE.TA,21799.00465
28/12/2024,AFRE.TA,21752.51313
29/12/2024,AFRE.TA,21682.57788
30/12/2024,AFRE.TA,21723.93507
31/12/2024,AFRE.TA,22056.72715
01/01/2025,AFRE.TA,21458.36393
02/01/2025,AFRE.TA,21423.6567
03/01/2025,AFRE.TA,21383.23316
04/01/2025,AFRE.TA,21431.60983
05/01/2025,AFRE.TA,21528.5923
06/01/2025,AFRE.TA,21177.1998
07/01/2025,AFRE.TA,21156.89644
08/01/2025,AFRE.TA,21582.32093
09/01/2025,AFRE.TA,21650.13747
10/01/2025,AFRE.TA,21741.56042
11/01/2025,AFRE.TA,21596.7846
12/01/2025,AFRE.TA,22180.53854
13/01/2025,AFRE.TA,21957.09173
14/01/2025,AFRE.TA,21582.5383
15/01/2025,AFRE.TA,22122.98581
16/01/2025,AFRE.TA,21673.22662
17/01/2025,AFRE.TA,22082.14107
18/01/2025,AFRE.TA,21573.90701
19/01/2025,AFRE.TA,21683.17205
20/01/2025,AFRE.TA,21309.21277
21/01/2025,AFRE.TA,21875.87475
22/01/2025,AFRE.TA,21273.9343
23/01/2025,AFRE.TA,21466.49187
25/12/2024,AICS-M.TA,8.031577673
26/12/2024,AICS-M.TA,8.762152804
27/12/2024,AICS-M.TA,9.77786783
28/12/2024,AICS-M.TA,9.116479454
29/12/2024,AICS-M.TA,9.497769508
30/12/2024,AICS-M.TA,10.19396391
31/12/2024,AICS-M.TA,10.70292503
01/01/2025,AICS-M.TA,10.89953345
02/01/2025,AICS-M.TA,11.21471752
03/01/2025,AICS-M.TA,11.74594186
04/01/2025,AICS-M.TA,12.04200313
05/01/2025,AICS-M.TA,12.14535248
06/01/2025,AICS-M.TA,11.32153534
07/01/2025,AICS-M.TA,11.80246531
08/01/2025,AICS-M.TA,12.12407834
09/01/2025,AICS-M.TA,12.6535015
10/01/2025,AICS-M.TA,11.90416769
11/01/2025,AICS-M.TA,11.78429592
12/01/2025,AICS-M.TA,11.81318861
13/01/2025,AICS-M.TA,12.02089261
14/01/2025,AICS-M.TA,12.06179583
15/01/2025,AICS-M.TA,12.85376021
16/01/2025,AICS-M.TA,12.30210274
17/01/2025,AICS-M.TA,11.62769485
18/01/2025,AICS-M.TA,12.10183661
19/01/2025,AICS-M.TA,11.93756155
20/01/2025,AICS-M.TA,11.41760078
21/01/2025,AICS-M.TA,12.03687239
22/01/2025,AICS-M.TA,12.0292261
23/01/2025,AICS-M.TA,12.05980228
25/12/2024,ARPT.TA,6222.483649
26/12/2024,ARPT.TA,6456.600823
27/12/2024,ARPT.TA,6640.483582
28/12/2024,ARPT.TA,6695.378521
29/12/2024,ARPT.TA,6875.406641
30/12/2024,ARPT.TA,6752.712233
31/12/2024,ARPT.TA,6728.735126
01/01/2025,ARPT.TA,6721.967567
02/01/2025,ARPT.TA,6728.289843
03/01/2025,ARPT.TA,6704.019128
04/01/2025,ARPT.TA,6708.545045
05/01/2025,ARPT.TA,6744.456808
06/01/2025,ARPT.TA,6753.576643
07/01/2025,ARPT.TA,6719.681208
08/01/2025,ARPT.TA,6678.900169
09/01/2025,ARPT.TA,6624.916136
10/01/2025,ARPT.TA,6727.17471
11/01/2025,ARPT.TA,6762.549104
12/01/2025,ARPT.TA,6756.311358
13/01/2025,ARPT.TA,6757.454398
14/01/2025,ARPT.TA,6712.974076
15/01/2025,ARPT.TA,6791.948299
16/01/2025,ARPT.TA,6841.951672
17/01/2025,ARPT.TA,6782.56323
18/01/2025,ARPT.TA,6749.134325
19/01/2025,ARPT.TA,6784.190997
20/01/2025,ARPT.TA,6784.267065
21/01/2025,ARPT.TA,6733.100187
22/01/2025,ARPT.TA,6737.23476
23/01/2025,ARPT.TA,6720.013334
25/12/2024,ARTS.TA,27.55316123
26/12/2024,ARTS.TA,20.4692561
27/12/2024,ARTS.TA,11.85769901
28/12/2024,ARTS.TA,33.55387281
29/12/2024,ARTS.TA,32.07848073
30/12/2024,ARTS.TA,27.62758021
31/12/2024,ARTS.TA,26.18603943
01/01/2025,ARTS.TA,3.339117943
02/01/2025,ARTS.TA,-1.253979943
03/01/2025,ARTS.TA,9.121237772
04/01/2025,ARTS.TA,0.611620798
05/01/2025,ARTS.TA,-19.55913924
06/01/2025,ARTS.TA,-0.289007493
07/01/2025,ARTS.TA,5.880933143
08/01/2025,ARTS.TA,-4.569838215
09/01/2025,ARTS.TA,-14.9061991
10/01/2025,ARTS.TA,-10.95008832
11/01/2025,ARTS.TA,-2.442601973
12/01/2025,ARTS.TA,2.047615786
13/01/2025,ARTS.TA,3.532825679
14/01/2025,ARTS.TA,4.308176678
15/01/2025,ARTS.TA,12.37693925
16/01/2025,ARTS.TA,10.46629785
17/01/2025,ARTS.TA,10.43766884
18/01/2025,ARTS.TA,-14.91389565
19/01/2025,ARTS.TA,16.92532084
20/01/2025,ARTS.TA,9.402452058
21/01/2025,ARTS.TA,5.889861219
22/01/2025,ARTS.TA,-15.70123086
23/01/2025,ARTS.TA,3.942298028
25/12/2024,ALAR.TA,632.4976548
26/12/2024,ALAR.TA,702.2172312
27/12/2024,ALAR.TA,747.7327518
28/12/2024,ALAR.TA,741.5324468
29/12/2024,ALAR.TA,766.8645083
30/12/2024,ALAR.TA,745.6496033
31/12/2024,ALAR.TA,788.4220002
01/01/2025,ALAR.TA,796.6598156
02/01/2025,ALAR.TA,783.8096076
03/01/2025,ALAR.TA,790.8599456
04/01/2025,ALAR.TA,774.6877418
05/01/2025,ALAR.TA,775.5408079
06/01/2025,ALAR.TA,791.7471598
07/01/2025,ALAR.TA,810.4851399
08/01/2025,ALAR.TA,812.8702555
09/01/2025,ALAR.TA,806.2739122
10/01/2025,ALAR.TA,797.1809734
11/01/2025,ALAR.TA,787.1479159
12/01/2025,ALAR.TA,792.1975852
13/01/2025,ALAR.TA,793.9522804
14/01/2025,ALAR.TA,789.381116
15/01/2025,ALAR.TA,791.3711344
16/01/2025,ALAR.TA,762.0700228
17/01/2025,ALAR.TA,792.2001548
18/01/2025,ALAR.TA,816.4325106
19/01/2025,ALAR.TA,792.1647769
20/01/2025,ALAR.TA,789.4294052
21/01/2025,ALAR.TA,779.3744868
22/01/2025,ALAR.TA,776.4807687
23/01/2025,ALAR.TA,784.4004509
25/12/2024,ALBA.TA,2030.1519
26/12/2024,ALBA.TA,2207.454415
27/12/2024,ALBA.TA,2406.026982
28/12/2024,ALBA.TA,3132.318564
29/12/2024,ALBA.TA,3751.276817
30/12/2024,ALBA.TA,4698.913225
31/12/2024,ALBA.TA,5346.311391
01/01/2025,ALBA.TA,5731.136089
02/01/2025,ALBA.TA,5825.576286
03/01/2025,ALBA.TA,5988.866894
04/01/2025,ALBA.TA,5931.959542
05/01/2025,ALBA.TA,6198.301916
06/01/2025,ALBA.TA,6328.832201
07/01/2025,ALBA.TA,6127.01332
08/01/2025,ALBA.TA,6038.032415
09/01/2025,ALBA.TA,6038.579267
10/01/2025,ALBA.TA,6054.809751
11/01/2025,ALBA.TA,6210.381054
12/01/2025,ALBA.TA,6071.923662
13/01/2025,ALBA.TA,6039.127411
14/01/2025,ALBA.TA,6079.440386
15/01/2025,ALBA.TA,6008.233996
16/01/2025,ALBA.TA,5925.975695
17/01/2025,ALBA.TA,6118.213874
18/01/2025,ALBA.TA,6046.199771
19/01/2025,ALBA.TA,6028.888143
20/01/2025,ALBA.TA,6170.677699
21/01/2025,ALBA.TA,6069.983534
22/01/2025,ALBA.TA,6272.839105
23/01/2025,ALBA.TA,6072.683631
25/12/2024,ALMD.TA,35.55932372
26/12/2024,ALMD.TA,35.51942123
27/12/2024,ALMD.TA,35.32838425
28/12/2024,ALMD.TA,34.65861217
29/12/2024,ALMD.TA,33.43678464
30/12/2024,ALMD.TA,32.70156954
31/12/2024,ALMD.TA,31.49600342
01/01/2025,ALMD.TA,32.0517145
02/01/2025,ALMD.TA,31.23950518
03/01/2025,ALMD.TA,31.50971292
04/01/2025,ALMD.TA,30.19915735
05/01/2025,ALMD.TA,31.58848918
06/01/2025,ALMD.TA,31.65236498
07/01/2025,ALMD.TA,31.59005475
08/01/2025,ALMD.TA,31.60617432
09/01/2025,ALMD.TA,31.47817119
10/01/2025,ALMD.TA,32.47377182
11/01/2025,ALMD.TA,32.49929349
12/01/2025,ALMD.TA,32.22897185
13/01/2025,ALMD.TA,31.95928058
14/01/2025,ALMD.TA,30.9212737
15/01/2025,ALMD.TA,30.72884142
16/01/2025,ALMD.TA,30.40526336
17/01/2025,ALMD.TA,29.19068584
18/01/2025,ALMD.TA,30.01371116
19/01/2025,ALMD.TA,29.81096023
20/01/2025,ALMD.TA,31.02479889
21/01/2025,ALMD.TA,30.49432224
22/01/2025,ALMD.TA,31.02908544
23/01/2025,ALMD.TA,30.10468066
25/12/2024,ALLT.TA,1657.113593
26/12/2024,ALLT.TA,1750.951838
27/12/2024,ALLT.TA,2065.435534
28/12/2024,ALLT.TA,2219.478071
29/12/2024,ALLT.TA,2451.851728
30/12/2024,ALLT.TA,2672.384846
31/12/2024,ALLT.TA,3056.873612
01/01/2025,ALLT.TA,3610.699889
02/01/2025,ALLT.TA,4246.441229
03/01/2025,ALLT.TA,4870.811051
04/01/2025,ALLT.TA,5239.913911
05/01/2025,ALLT.TA,5326.332684
06/01/2025,ALLT.TA,5589.562066
07/01/2025,ALLT.TA,5938.655321
08/01/2025,ALLT.TA,5920.6917
09/01/2025,ALLT.TA,6011.944282
10/01/2025,ALLT.TA,6325.126363
11/01/2025,ALLT.TA,5991.506601
12/01/2025,ALLT.TA,5931.663257
13/01/2025,ALLT.TA,6104.1967
14/01/2025,ALLT.TA,5838.921804
15/01/2025,ALLT.TA,5945.777722
16/01/2025,ALLT.TA,5825.219973
17/01/2025,ALLT.TA,5812.24333
18/01/2025,ALLT.TA,5753.299343
19/01/2025,ALLT.TA,5745.930606
20/01/2025,ALLT.TA,5658.807531
21/01/2025,ALLT.TA,5539.180473
22/01/2025,ALLT.TA,5630.25875
23/01/2025,ALLT.TA,5614.00449
25/12/2024,ALMY.TA,985.1871346
26/12/2024,ALMY.TA,407.5684814
27/12/2024,ALMY.TA,405.6218545
28/12/2024,ALMY.TA,403.9530841
29/12/2024,ALMY.TA,404.74433
30/12/2024,ALMY.TA,406.301188
31/12/2024,ALMY.TA,403.1651855
01/01/2025,ALMY.TA,402.2142466
02/01/2025,ALMY.TA,403.2946846
03/01/2025,ALMY.TA,402.7771743
04/01/2025,ALMY.TA,404.1348118
05/01/2025,ALMY.TA,403.24852
06/01/2025,ALMY.TA,404.5503397
07/01/2025,ALMY.TA,403.4430252
08/01/2025,ALMY.TA,404.2079216
09/01/2025,ALMY.TA,403.9614283
10/01/2025,ALMY.TA,404.4867874
11/01/2025,ALMY.TA,404.8854619
12/01/2025,ALMY.TA,402.2629237
13/01/2025,ALMY.TA,404.3756461
14/01/2025,ALMY.TA,404.1372898
15/01/2025,ALMY.TA,404.2125616
16/01/2025,ALMY.TA,403.5278393
17/01/2025,ALMY.TA,403.9668028
18/01/2025,ALMY.TA,403.7904875
19/01/2025,ALMY.TA,402.9363819
20/01/2025,ALMY.TA,404.4163622
21/01/2025,ALMY.TA,402.7320816
22/01/2025,ALMY.TA,403.0229603
23/01/2025,ALMY.TA,402.2695966
25/12/2024,ALMA.TA,769.8504122
26/12/2024,ALMA.TA,781.9806437
27/12/2024,ALMA.TA,796.2739501
28/12/2024,ALMA.TA,811.5862637
29/12/2024,ALMA.TA,801.1122005
30/12/2024,ALMA.TA,793.7213061
31/12/2024,ALMA.TA,786.384712
01/01/2025,ALMA.TA,765.1417886
02/01/2025,ALMA.TA,802.7411204
03/01/2025,ALMA.TA,801.6168766
04/01/2025,ALMA.TA,786.4293406
05/01/2025,ALMA.TA,801.6198548
06/01/2025,ALMA.TA,791.6165596
07/01/2025,ALMA.TA,789.4697775
08/01/2025,ALMA.TA,806.6182107
09/01/2025,ALMA.TA,792.8884198
10/01/2025,ALMA.TA,779.7413493
11/01/2025,ALMA.TA,772.4404509
12/01/2025,ALMA.TA,772.647321
13/01/2025,ALMA.TA,781.925779
14/01/2025,ALMA.TA,828.1392929
15/01/2025,ALMA.TA,784.0263682
16/01/2025,ALMA.TA,775.7659595
17/01/2025,ALMA.TA,786.4060681
18/01/2025,ALMA.TA,776.8188822
19/01/2025,ALMA.TA,803.5010951
20/01/2025,ALMA.TA,776.1243769
21/01/2025,ALMA.TA,784.9376988
22/01/2025,ALMA.TA,810.0292496
23/01/2025,ALMA.TA,823.9690769
25/12/2024,ALHE.TA,3584.845236
26/12/2024,ALHE.TA,3461.226876
27/12/2024,ALHE.TA,3294.294752
28/12/2024,ALHE.TA,3120.058008
29/12/2024,ALHE.TA,2915.315542
30/12/2024,ALHE.TA,2726.521203
31/12/2024,ALHE.TA,2600.046816
01/01/2025,ALHE.TA,2607.59916
02/01/2025,ALHE.TA,2597.738434
03/01/2025,ALHE.TA,2601.02255
04/01/2025,ALHE.TA,2408.691822
05/01/2025,ALHE.TA,2489.650776
06/01/2025,ALHE.TA,2571.925541
07/01/2025,ALHE.TA,2433.082887
08/01/2025,ALHE.TA,2488.357575
09/01/2025,ALHE.TA,2446.378771
10/01/2025,ALHE.TA,2617.109318
11/01/2025,ALHE.TA,2606.338586
12/01/2025,ALHE.TA,2485.909087
13/01/2025,ALHE.TA,2486.067255
14/01/2025,ALHE.TA,2449.898177
15/01/2025,ALHE.TA,2482.614545
16/01/2025,ALHE.TA,2609.17674
17/01/2025,ALHE.TA,2598.111062
18/01/2025,ALHE.TA,2521.901598
19/01/2025,ALHE.TA,2442.085108
20/01/2025,ALHE.TA,2531.749668
21/01/2025,ALHE.TA,2434.030515
22/01/2025,ALHE.TA,2517.437627
23/01/2025,ALHE.TA,2551.12881
25/12/2024,ALRPR.TA,16761.35331
26/12/2024,ALRPR.TA,18065.96655
27/12/2024,ALRPR.TA,19019.51692
28/12/2024,ALRPR.TA,19424.73045
29/12/2024,ALRPR.TA,19287.58446
30/12/2024,ALRPR.TA,19445.15275
31/12/2024,ALRPR.TA,19384.44
01/01/2025,ALRPR.TA,19236.18497
02/01/2025,ALRPR.TA,19156.67397
03/01/2025,ALRPR.TA,19397.47755
04/01/2025,ALRPR.TA,18974.34846
05/01/2025,ALRPR.TA,19062.46144
06/01/2025,ALRPR.TA,19326.57977
07/01/2025,ALRPR.TA,19445.5531
08/01/2025,ALRPR.TA,18749.8802
09/01/2025,ALRPR.TA,19308.93161
10/01/2025,ALRPR.TA,19063.21386
11/01/2025,ALRPR.TA,19336.52674
12/01/2025,ALRPR.TA,19410.01377
13/01/2025,ALRPR.TA,19407.19233
14/01/2025,ALRPR.TA,19263.92185
15/01/2025,ALRPR.TA,19483.50539
16/01/2025,ALRPR.TA,19481.57172
17/01/2025,ALRPR.TA,19480.19898
18/01/2025,ALRPR.TA,19948.79096
19/01/2025,ALRPR.TA,19556.43094
20/01/2025,ALRPR.TA,19387.89388
21/01/2025,ALRPR.TA,19088.71942
22/01/2025,ALRPR.TA,19507.73737
23/01/2025,ALRPR.TA,19601.97629
25/12/2024,ALUMA.TA,29.47467271
26/12/2024,ALUMA.TA,20.84742023
27/12/2024,ALUMA.TA,12.97707813
28/12/2024,ALUMA.TA,12.1316922
29/12/2024,ALUMA.TA,14.07992503
30/12/2024,ALUMA.TA,12.16755505
31/12/2024,ALUMA.TA,17.01134225
01/01/2025,ALUMA.TA,13.90137481
02/01/2025,ALUMA.TA,12.02397487
03/01/2025,ALUMA.TA,8.71226791
04/01/2025,ALUMA.TA,10.45428881
05/01/2025,ALUMA.TA,10.23292831
06/01/2025,ALUMA.TA,12.96585276
07/01/2025,ALUMA.TA,10.15310685
08/01/2025,ALUMA.TA,11.86404044
09/01/2025,ALUMA.TA,6.83282335
10/01/2025,ALUMA.TA,8.666378055
11/01/2025,ALUMA.TA,14.16733496
12/01/2025,ALUMA.TA,7.975188091
13/01/2025,ALUMA.TA,9.495889179
14/01/2025,ALUMA.TA,15.968937
15/01/2025,ALUMA.TA,12.03902435
16/01/2025,ALUMA.TA,10.54558135
17/01/2025,ALUMA.TA,13.06613481
18/01/2025,ALUMA.TA,13.98534541
19/01/2025,ALUMA.TA,15.59381527
20/01/2025,ALUMA.TA,8.052151626
21/01/2025,ALUMA.TA,11.91551514
22/01/2025,ALUMA.TA,10.12236337
23/01/2025,ALUMA.TA,7.467414884
25/12/2024,AMAN.TA,1552.509678
26/12/2024,AMAN.TA,1573.825985
27/12/2024,AMAN.TA,1619.693707
28/12/2024,AMAN.TA,1661.558399
29/12/2024,AMAN.TA,1670.136862
30/12/2024,AMAN.TA,1690.165345
31/12/2024,AMAN.TA,1674.759588
01/01/2025,AMAN.TA,1676.25346
02/01/2025,AMAN.TA,1676.500539
03/01/2025,AMAN.TA,1692.407465
04/01/2025,AMAN.TA,1698.593974
05/01/2025,AMAN.TA,1688.96024
06/01/2025,AMAN.TA,1695.257536
07/01/2025,AMAN.TA,1695.492208
08/01/2025,AMAN.TA,1683.436646
09/01/2025,AMAN.TA,1681.399709
10/01/2025,AMAN.TA,1682.121509
11/01/2025,AMAN.TA,1699.780907
12/01/2025,AMAN.TA,1696.741045
13/01/2025,AMAN.TA,1697.158798
14/01/2025,AMAN.TA,1686.84811
15/01/2025,AMAN.TA,1677.354583
16/01/2025,AMAN.TA,1687.128528
17/01/2025,AMAN.TA,1688.513727
18/01/2025,AMAN.TA,1685.13238
19/01/2025,AMAN.TA,1675.938242
20/01/2025,AMAN.TA,1673.375194
21/01/2025,AMAN.TA,1685.190114
22/01/2025,AMAN.TA,1686.869938
23/01/2025,AMAN.TA,1686.729468
25/12/2024,AMD.TA,1272.539805
