Company,MSE,MAE,R2,MAPE
ENLV.TA,39281.30295,182.6089808,0.675201111,29.59895455
ENOG.TA,3763.829684,46.26005461,0.951194816,0.974374426
ENRG.TA,739.2281556,16.44809072,0.865549098,1.204250879
EPIT.TA,79188.20898,263.5340252,0.053883488,72.82862722
EQTL.TA,301586.3368,291.0230269,0.855344237,2.176603148
ESLT.TA,18740803.47,2136.541454,0.600720716,2.485210752
ETGA.TA,8910.623512,77.73966687,0.788115789,7.131707523
EVGN.TA,627067.038,509.3782188,0.287015765,62.99119403
EXPO.TA,995263.4366,532.9993901,-1.023670633,9.544357503
FBRT.TA,2920553.443,1400.732011,-1.483814982,9.850110604
FEAT.TA,55046.59991,216.3205582,-35.85448248,2886.883308
FGAS.TA,3139.610539,40.13719732,0.737052133,3.728505939
FIBI.TA,1775592.491,695.2778978,-0.178589995,4.210705442
FIBIH.TA,1242287.518,576.4529098,0.264585682,3.33854417
FLYS.TA,4971.069127,65.13081706,-10.01941435,96.37222867
FORTY.TA,104517.0524,244.4270488,0.986656417,0.858758278
FOX.TA,1773450.707,1152.211464,0.7032823,4.180975039
FRDN.TA,16330.26046,104.0616171,0.950195787,2.112794317
FRSX.TA,2339.736888,27.04806663,-478.6785431,294.1823647
FTAL.TA,6547705.656,1391.72838,0.64485827,2.812768205
G107.TA,677.1485496,20.21267547,-7.46862707,51.50908334
GAGR.TA,748.6806229,22.84263511,0.639314267,8.188913747
GAON-M.TA,2617668.711,1155.359883,-0.995057613,2582.214636
GCT.TA,3183.370921,34.27010498,0.884887827,3.387194893
GEFR.TA,0.933986208,0.759084382,0.985101828,1.36226436
GFC-M.TA,206443.3645,269.1574467,0.262065255,2027.9836
GIBUI.TA,0.274811618,0.368869179,0,48.34458369
GILT.TA,1181.701243,26.16919344,0.975601479,1.395217621
GIVO.TA,0.01214117,0.094183387,-8.33627622,38.57126194
GIX.TA,455.6342589,18.51504409,-3.369633415,280.7457917
GKL.TA,111.9383369,2.899214811,-0.586404351,3.844107527
GLEN-M.TA,0.001215068,0.030014056,-10.81916989,102.1508318
GLRS.TA,14718138.43,2901.932207,-1.361263125,7.160608353
GLTC.TA,127.0676655,10.0992335,-4.594442924,54.46702726
GLTL.TA,35.17076853,3.594080399,0.658144881,5.355939149
GMLA.TA,14290.79062,66.84285364,0.205834889,122.212803
GNCL.TA,6159.41068,70.64570333,-7.77549584,110.9522274
GNGR.TA,326.7307156,13.91616136,0.89004144,1.457941429
GNRS.TA,7.353679796,2.18554018,0.857304947,3.571765371
GOHO.TA,319677.7303,530.9239397,-7.609283994,26.09374584
GOLD.TA,36557.99664,109.7565768,0.96313865,0.833041898
GOLF.TA,668.1180059,19.0539481,0.951706892,4.527790182
GOSS.TA,55.66793424,5.840731251,0.952450078,1.198141249
GOTO.TA,12.92949532,2.688404649,-21.6607708,60.46553043
GPGB-M.TA,438017.0152,310.158234,-0.278960176,25.0273158
GRAC.TA,3.178252177,1.357295211,0.530130163,11.2070866
GRIN.TA,2.336854159,0.837816394,-0.314169558,7.736179789
GSFI.TA,402959.9617,424.7829336,0.428865495,12.5813593
GUID.TA,68968.34702,164.926166,-0.76847267,1109.409334
GVYM.TA,906.3373682,24.06534399,0.977344551,0.866293196
HAMAT.TA,61553.81978,227.0517194,-1.179332155,18.66118122
HARL.TA,80627.17978,117.2786631,0.684773239,2.770349449
HDST-M.TA,0.043139224,0.176198618,-1.097289638,50.06401102
HGG.TA,2375.982709,36.33242486,0.941919816,2.245302953
HGGE.TA,1170.95725,26.55575836,0.627293748,5.541229627
HICN.TA,133440.1609,300.9330298,-517.510207,287.6123688
HIPR.TA,27621.71445,120.0674795,-0.083826032,6.565605857
HIVE.TA,0.067408771,0.198654952,0,15.8796918
HLAN.TA,1359387.927,754.7873884,-0.06879558,3.499792197
HLMS.TA,1448.758344,21.48610528,0.158551148,4.161013239
HMAM.TA,1810.274648,25.73298873,0.559207572,72.55206404
HMGS.TA,31876.42246,142.1085663,-0.815456185,131.1267519
HOD.TA,5414.927274,48.55597298,0.969037383,1.208401741
HRON.TA,99568144.28,2913.820281,0.685228168,26.65290035
HUMX.TA,2473.038435,46.21634191,-3.233411854,114.7873817
IARG.TA,0.484650311,0.475109212,-0.815308398,46.00051738
ICL.TA,11060.89097,85.8243189,0.165899959,5.361248387
ICON.TA,15592.90432,117.7907974,-19.0719641,26.85838336
IDIN.TA,2341941.21,1001.413556,-0.37197076,8.309251067
IDMO.TA,8199.884858,72.55316436,0.308313059,18.14867591
IDNT.TA,25794.25954,126.0460031,-0.96439298,1209.475822
IES.TA,45502.84112,163.9171476,0.986538659,0.761399839
IGLD.TA,789.7153897,23.00632709,-520.8225263,396.5104639
ILCO.TA,1988709.933,1097.136224,0.948769809,1.305549593
ILDC.TA,2320.017807,38.738352,0.959156214,1.221107668
ILDR.TA,321.017189,12.83318195,0.96314775,1.869846032
ILX.TA,71735.01906,211.6685706,0.719651132,3.261387748
IMCO.TA,838044.356,836.638627,-3.858819599,28.10067013
IMED.TA,1505.513158,25.28588229,-0.424638105,928.3866857
INCR.TA,5305.287594,51.57717758,0.872745027,7.67122042
INFR-M.TA,223356.5247,411.8709348,-8.133647332,541435.6764
ININ.TA,233.403409,11.32517171,0.471548154,4.44997647
INRM.TA,1066.657606,17.37485999,0.970559303,1.323024224
INTO.TA,57616.63793,219.1101616,-3.138716431,87.47912364
INTR.TA,12714854.13,2742.370652,-0.567514372,368.2024121
ISCN.TA,2560.545662,44.76147959,0.819966302,3.327172398
ISHI.TA,9396.916806,75.44482422,0.987598729,1.15132362
ISI.TA,393.9258625,14.83135189,0.975515752,1.162507443
ISOP.TA,0.000249039,0.011558978,0.927735537,1.587494143
ISRA.TA,0.06361242,0.206756421,-2.482918985,12.75777109
ISRG.TA,35.34025733,3.918904487,0.890151866,2.442115545
ISRO.TA,172971.4627,295.4418068,0.523286624,3.552558504
ISRS.TA,33347910.12,2879.36647,0.066529928,3.531214141
ISTA.TA,15881.12683,96.40638951,0.979565283,1.27602111
JBNK.TA,66355.8499,119.6054207,-2.513616247,7.955169972
JCFN.TA,63888.62391,173.5566067,0.141359472,9.180675121
JNGO.TA,23464.32825,105.8139825,-7.563081262,122.8230098
KAFR.TA,6758.287622,41.73390765,0.965440479,1.736427059
KARE.TA,292.5961978,9.229868114,0.860325261,1.860402359
KDST.TA,18363.23175,105.6049125,0.690764216,15.91329435
KEN.TA,19031.07794,101.6655951,0.967375672,1.077633373
KLIL.TA,61684.72953,183.7419085,0.986944354,0.9007522
KMDA.TA,720.5851599,20.67390884,0.94553409,1.002352197
KNFM.TA,11023.23891,60.49839241,0.589411674,4.855361417
KRDI.TA,16.37378759,2.782910343,0.981094369,1.123253422
KRUR.TA,8809.651265,73.98664501,0.952263034,1.172609682
KSTN.TA,469.5248918,7.866058474,0.755430253,1.580443948
LAHAV.TA,25.07137067,4.123787269,0.986715617,1.161092161
LBRA.TA,40695.30012,116.312187,-0.284329131,16.37772683
LCTX.TA,0.065451934,0.158434372,0.875796338,5.797612874
LEOF.TA,2969.043344,48.94556225,-1.755789583,19.47293812
LEVI.TA,350030.5294,387.8140306,0.977167015,1.249963935
LHIS.TA,51894.60253,114.275481,0.529796551,128.3423619
LODZ.TA,232013.4281,133.2415051,0.283789203,484.7374675
LPHL.TA,0.001481796,0.031060061,0.509679134,2.835846887
LPSN.TA,927681.0824,887.9728496,-7.354325604,276.4346667
LSCO.TA,23.37892113,3.383563606,0.979111582,1.106456291
LUDN.TA,126024.7004,271.9094756,-1.255659314,15.35172584
LUMI.TA,185641.7213,245.0089684,0.240255396,6.441833967
LURO.TA,2308.126531,16.73061224,-0.111564965,0.857268903
LUZN.TA,603.2983202,15.11523263,0.5993835,5.936071238
LVPR.TA,4887.338694,53.10853795,0.99078091,0.851359966
MAXO.TA,461.7024601,12.50826316,0.979693332,1.298863043
MCLL.TA,1799.986216,23.3547453,0.854539409,3.244637562
MCMN.TA,55873.36423,126.8454321,0.988841383,0.681681239
MCRNT.TA,31.66598777,4.400410742,0.531945441,2.574462509
MDIN.TA,0.141207332,0.293925818,-0.793444721,18.35911062
MDPR.TA,45.08653868,5.212987908,0.984671906,0.980668857
MDTR.TA,72.29359931,6.67521873,0.986297529,0.787429772
MEDN.TA,10.65683015,2.418072634,0.886951518,1.506397996
MGDL.TA,1879.695045,21.86479978,0.699982438,3.658911576
MGIC.TA,4056.102811,51.75382055,0.949810232,1.292505565
MGOR.TA,13228.62891,90.58802814,0.983140024,0.962891892
MGRT.TA,113.133838,7.803939757,0.971037419,1.836348158
MIA.TA,5.35955392,1.667927839,0.873991822,6.40613466
MIFT.TA,66468.48063,219.3329518,-24.17382091,102.7972504
MISH.TA,16028850.61,3264.65234,-1.421364462,20.46870979
MLD.TA,0.020428206,0.136761319,-13.89534692,613.154233
MLRN.TA,536.7052109,18.07981468,0.879293116,3.257968428
MLSR.TA,4511573.758,1181.774187,0.069849552,3.942008681
MLTM.TA,8388.481299,72.89260204,0.989693108,1.263278494
MMHD.TA,4488123.533,1357.891741,-0.704851735,11.75903078
MNIF.TA,34482.90669,113.5358314,0.084185335,8.02330908
MNIN.TA,494.445675,13.39501804,0.980346661,1.31631501
MNRT.TA,16.83039891,2.473107536,0.914638697,1.381493744
MPRS.TA,2755.69284,35.69569712,-0.844621159,47.38634293
MRG.TA,59856.91101,181.9950968,0.218409508,29.59665161
MRHL.TA,390.4285882,11.7339155,-0.171322325,297.0995166
MSBI.TA,44.80899614,4.370109994,0.753111051,3.664576841
MSHR.TA,102.5650758,8.181189463,0.86497855,1.167758469
MSKE.TA,1145.587267,21.45588721,0.222621661,10.36218782
MSLA.TA,293.7768892,12.84748286,0.958387644,1.032577254
MSVT.TA,83582.86874,230.4224969,-1.141868231,149.7391615
MTLF.TA,911.4039264,21.32209398,0.499331837,5.821640275
MTRN.TA,1932481.042,1087.080038,-0.226294054,98.99934563
MTRX.TA,14609.3577,70.0488082,0.949533991,0.920938251
MVNE.TA,87.58500983,7.531254733,0.981987698,0.791773278
MYDS.TA,91.15385103,3.57215505,0.406922376,432.862985
MZTF.TA,1672271.206,791.3208107,-0.394649905,5.315356401
NAWI.TA,164678.1133,209.6951511,0.094049731,6.49027613
NFTA.TA,51794.16735,163.4828294,-0.200230785,7.744666793
NICE.TA,1033834.11,729.8354114,0.989629524,1.005235788
NISA.TA,660.0788135,20.16468705,0.967602763,1.507079325
NOFR.TA,10236.18113,78.74736727,0.937590873,0.899417207
NRGN.TA,4753.59245,53.12840059,0.242330513,15.10263894
NSTR.TA,2086.880307,33.85639051,0.947213165,3.858892167
NTGR.TA,139.2879126,9.21004838,0.985964615,0.832275481
NTML.TA,52670.61989,173.6250219,0.94852314,3.046570609
NTNB.TA,214.2535467,12.34718709,0.394322984,5.440383206
NTO.TA,6461567.875,1755.065647,-3.254597966,23.46070646
NURI.TA,202565.1392,403.7198439,0.253913112,41.40845783
NVLG.TA,12.40769967,2.951836473,0.898916224,2.002349811
NVMI.TA,623342732,22335.05786,-4.123913251,30.09305179
NVPT.TA,440.614211,18.40732785,-3.495298131,35.74995799
NWMD.TA,1943.205891,35.427132,0.732012392,3.561665282
NXFR.TA,614510.6834,546.2135823,-28.86674492,280.8728775
NXGN.TA,7896.184025,76.6601608,-4.330136018,2182.637095
NXSN.TA,567.5551926,22.46664352,-12.06736021,47.95702851
NXTG.TA,241.4237885,13.03070384,-0.087730954,21.19137909
NXTM.TA,126.345414,8.889050044,0.977611183,1.270759995
NYAX.TA,18229.38837,105.8307219,0.981272747,1.145907279
ONE.TA,99926.88717,141.6487743,0.698491769,2.410207198
OPAL.TA,34.85615024,4.926383723,0.918180332,3.226115451
OPCE.TA,1035.505765,24.65240852,0.974410443,0.912300098
OPK.TA,1283.497731,26.98824214,0.827394511,6.43997662
ORA.TA,66827.06029,201.2897242,0.984822003,0.756750879
ORAD.TA,1.163865503,0.739260086,0.953671773,1.210986853
ORBI.TA,151854.9285,321.8638368,-2.082838037,12.89230962
ORIN.TA,3876.04653,39.1727564,0.925340339,2.309705808
ORL.TA,5.287197821,1.507930055,0.979813886,1.382584731
ORMP.TA,0.140905191,0.3135844,0.850115745,3.49346344
ORON.TA,432.0419398,15.48267922,0.968976552,1.970007756
ORTC.TA,120537.5148,284.1513164,-1.853847027,27.47314115
OVRS.TA,117.3941347,4.953062595,0.796371735,1.398336323
PAYT.TA,181087.4057,277.303685,0.665067735,4.180883159
PAZ.TA,42116664.82,4612.682669,-0.451612839,11.88539048
PCBT.TA,12849.40204,62.6868169,0.377033266,9.528570921
PEN.TA,2.872662015,1.242946391,0.994607053,0.793755087
PERI.TA,357011.5276,516.7698402,0.958017901,13.50359463
PHOE.TA,253121.7236,314.2678282,-0.129903117,7.330203556
PHTM.TA,28089.79348,121.9889793,0.694615407,4.829252164
PLAZ-L.TA,2882.26491,36.10275588,0.780263533,984.0165318
PLCR.TA,18491.34289,106.8981572,-2.244357196,401.2313556
PLNT.TA,42330.00524,184.6707441,-7.841289588,488.1185553
PLRM.TA,2798612.087,1176.25244,-0.462945769,18.11281783
PLSN.TA,20814.32739,107.9106824,0.987270409,0.788342448
PLUR.TA,1518031.515,1120.092509,-8.535161583,54.9617027
PMNT.TA,182.1472002,10.5957834,0.922901544,3.854627431
PMVM.TA,24085.3731,107.1271714,0.249368023,46.28102276
POLI.TA,229339.9927,326.0872668,-0.617559363,8.581376231
POLP.TA,1171.356988,22.79518968,0.855736632,1.966583272
POLY.TA,13.89411378,2.842779261,-0.534141712,7.053473107
PPBT.TA,476.1120595,20.04773659,-5.891084208,179.1548417
PPIL.TA,29339.74268,80.64584534,0.13927009,1148.368711
PRIM.TA,20921.56865,94.82011358,0.379111406,17.15358378
PRKM.TA,4177.638505,46.23505697,0.850530464,8.873451793
PRMG.TA,15105.44068,115.1557395,0.640239179,11.66956137
PRPD.TA,4819.197209,51.00695402,0.89746215,2.591075234
PRSK.TA,12558.2119,89.63850446,0.989571562,1.013595626
PRTC.TA,33509648.57,5065.486181,-3.259012171,28.11764825
PTBL.TA,89574.66448,229.954532,0.990844841,1.186499444
PTCH.TA,0.004985128,0.049308825,0.98409105,2.24252241
PTNR.TA,1381.820545,28.16384327,0.958333907,1.6313861
PTX.TA,134.7275744,5.926714651,0.606989604,229.9926848
PULS.TA,70083.14062,240.5720385,-4.210999051,64.00034711
QLRD.TA,249452.5978,393.0367078,-0.916909567,11.62551848
QLTU.TA,49160321.25,5875.553589,-2.408368108,39.88145235
QNCO.TA,163.187115,9.663428793,0.968388913,2.669722041
RANI.TA,43.0577987,5.638135264,0.967154215,1.922591571
RATI.TA,0.082373565,0.159858194,0.051183287,4.972880199
RAVD.TA,6358.5048,65.04669613,-1.066096888,8.151142298
RAYG-M.TA,161.8802681,6.409216383,0.736823188,96.45394545
REKA.TA,21582.20109,120.4023009,-2.040954829,8.98792151
RIMO.TA,30026.58366,109.8653579,0.82359929,2.692683787
RIT1.TA,414.7111394,16.15058444,0.983290727,1.05810481
RLCO.TA,53220.152,114.0796307,0.839822126,2.859733227
RMLI.TA,273071.261,248.6164142,0.878757235,1.112111509
RMN.TA,226.4687996,11.41604029,0.989688492,0.95156136
RMON.TA,3121.924252,39.3102569,0.985367719,1.152814045
ROBO.TA,0.007028038,0.06565606,0.78224736,6.19906502
ROTS.TA,173955.3933,196.7051678,0.731177487,3.846644579
RPAC.TA,565.3599447,17.60935407,0.969226942,0.701663165
RSEL.TA,12411.59745,92.94724046,-2.055470063,13.23826478
RTEN.TA,0.040695344,0.164684962,0.846715787,7.293895193
RTLS.TA,38326.92721,133.1037628,0.953037233,1.767152277
RTMD-L.TA,1255.579247,30.76380927,-2.946002239,86.76633478
RTPT.TA,0.00234274,0.03588337,0.454463711,17.09663907
RVL.TA,1255.739759,28.51409632,0.185610753,14.17355089
RZR.TA,70567.16202,237.6957711,-2.589206534,47.0915496
SAE.TA,159384.9196,228.4181247,0.506093446,6.764565755
SANO1.TA,309542.6591,368.4833945,0.951520631,1.161073332
SARN.TA,178.5525733,11.6411378,-3.082289858,17.2032892
SBEN.TA,180.7873385,8.934224031,0.582751609,3.693691806
SCC.TA,3754.742148,56.74533454,-9.902001555,149.1412253
SCDX.TA,48.8824131,5.162466119,0.91896203,1.867292274
SCOP.TA,236128.4818,372.8287787,0.81472164,3.191435255
SEMG.TA,320.0776141,13.90893287,0.838906838,8.461753904
SFRN.TA,1858.599881,24.62984519,0.849582241,4.177368416
SHAN.TA,81.2507275,7.033010553,0.899424178,2.07024912
SHGR.TA,1973.631078,35.55033183,0.871980873,3.915290483
SHMM.TA,2642.210088,42.32459743,-3.275604189,205.8613172
SHNP.TA,331.5435064,12.87261988,0.984910359,1.041455234
SHOM.TA,81.31340609,7.058623271,0.984531962,1.35162264
SKBN.TA,1862.301261,34.17071782,0.92343545,4.089606475
SKLN.TA,907.2537069,23.9168477,0.990288264,1.237593345
SLARL.TA,218.0983428,9.832564124,0.966683995,1.3186263
SLRM.TA,0.733956675,0.410506148,-0.298024348,7.62431608
SMAG.TA,26606.88492,98.42683878,-4.606429127,28.12340149
SMNR.TA,13.22165529,2.635080092,-0.645983833,18.0627217
SMT.TA,7482.089566,67.04300662,0.970632118,1.334484365
SNCM.TA,7.684900049,1.311333512,0.917187825,1.186273236
SNEL.TA,74503.98367,215.1907237,-1.756910119,13.85602145
SNFL.TA,166.1415074,10.18583523,0.899323842,1.878368087
SOFW.TA,161698.9053,378.9620237,-9.680895545,21.14961094
SOLR.TA,1285.320242,24.75603675,0.941978506,0.748644489
