Ticker,Day,Forecast
ADGR.TA,Day_28,580.0235656
ADGR.TA,Day_29,580.1257706
ADGR.TA,Day_30,580.6141694
AFHL.TA,Day_1,10562.2666
AFHL.TA,Day_2,10837.15449
AFHL.TA,Day_3,11016.10397
AFHL.TA,Day_4,11098.69299
AFHL.TA,Day_5,11118.10034
AFHL.TA,Day_6,11244.79315
AFHL.TA,Day_7,11622.35599
AFHL.TA,Day_8,11671.55465
AFHL.TA,Day_9,11694.21744
AFHL.TA,Day_10,11653.04498
AFHL.TA,Day_11,11849.75066
AFHL.TA,Day_12,11992.93939
AFHL.TA,Day_13,12432.36347
AFHL.TA,Day_14,12773.58796
AFHL.TA,Day_15,13229.0618
AFHL.TA,Day_16,13279.58962
AFHL.TA,Day_17,13221.3219
AFHL.TA,Day_18,13231.32633
AFHL.TA,Day_19,13231.66204
AFHL.TA,Day_20,13367.44209
AFHL.TA,Day_21,13768.77905
AFHL.TA,Day_22,13915.57684
AFHL.TA,Day_23,14144.40394
AFHL.TA,Day_24,14621.71507
AFHL.TA,Day_25,14859.05059
AFHL.TA,Day_26,15296.87085
AFHL.TA,Day_27,16282.75688
AFHL.TA,Day_28,16765.87164
AFHL.TA,Day_29,16852.56748
AFHL.TA,Day_30,17238.29797
AFPR.TA,Day_1,17236.68563
AFPR.TA,Day_2,17324.55679
AFPR.TA,Day_3,17294.75712
AFPR.TA,Day_4,17291.34903
AFPR.TA,Day_5,16842.50865
AFPR.TA,Day_6,16825.19053
AFPR.TA,Day_7,16835.8445
AFPR.TA,Day_8,16660.11311
AFPR.TA,Day_9,16568.19622
AFPR.TA,Day_10,16837.07266
AFPR.TA,Day_11,16850.4435
AFPR.TA,Day_12,16897.88834
AFPR.TA,Day_13,16900.64352
AFPR.TA,Day_14,16889.02732
AFPR.TA,Day_15,16947.85574
AFPR.TA,Day_16,16955.87501
AFPR.TA,Day_17,16922.44053
AFPR.TA,Day_18,17341.20837
AFPR.TA,Day_19,17380.8749
AFPR.TA,Day_20,16938.58344
AFPR.TA,Day_21,16967.76964
AFPR.TA,Day_22,16893.8534
AFPR.TA,Day_23,17341.35184
AFPR.TA,Day_24,17404.69173
AFPR.TA,Day_25,16953.27215
AFPR.TA,Day_26,16957.32742
AFPR.TA,Day_27,17391.59729
AFPR.TA,Day_28,17328.54721
AFPR.TA,Day_29,16872.70196
AFPR.TA,Day_30,16972.72356
AFRE.TA,Day_1,21064.59289
AFRE.TA,Day_2,21081.38231
AFRE.TA,Day_3,21081.57271
AFRE.TA,Day_4,21138.25532
AFRE.TA,Day_5,21138.71314
AFRE.TA,Day_6,21075.14954
AFRE.TA,Day_7,21177.28995
AFRE.TA,Day_8,21227.64043
AFRE.TA,Day_9,21274.1514
AFRE.TA,Day_10,21216.78167
AFRE.TA,Day_11,21255.86412
AFRE.TA,Day_12,21183.98619
AFRE.TA,Day_13,21177.28415
AFRE.TA,Day_14,21280.77426
AFRE.TA,Day_15,21230.67787
AFRE.TA,Day_16,21260.76275
AFRE.TA,Day_17,21341.74609
AFRE.TA,Day_18,21293.15728
AFRE.TA,Day_19,21244.12553
AFRE.TA,Day_20,21315.20612
AFRE.TA,Day_21,21374.94219
AFRE.TA,Day_22,21312.54709
AFRE.TA,Day_23,21348.76699
AFRE.TA,Day_24,21244.58275
AFRE.TA,Day_25,21266.26258
AFRE.TA,Day_26,21417.34056
AFRE.TA,Day_27,21364.65749
AFRE.TA,Day_28,21516.5326
AFRE.TA,Day_29,21529.71204
AFRE.TA,Day_30,21572.10704
AICS-M.TA,Day_1,12.84025654
AICS-M.TA,Day_2,12.84628083
AICS-M.TA,Day_3,12.80327563
AICS-M.TA,Day_4,12.79838834
AICS-M.TA,Day_5,12.74762989
AICS-M.TA,Day_6,12.70372071
AICS-M.TA,Day_7,12.80913281
AICS-M.TA,Day_8,12.79569861
AICS-M.TA,Day_9,12.78774586
AICS-M.TA,Day_10,12.77033618
AICS-M.TA,Day_11,12.89287267
AICS-M.TA,Day_12,12.88005632
AICS-M.TA,Day_13,12.89893115
AICS-M.TA,Day_14,12.86276048
AICS-M.TA,Day_15,12.86537146
AICS-M.TA,Day_16,12.82865384
AICS-M.TA,Day_17,12.83022227
AICS-M.TA,Day_18,12.80431165
AICS-M.TA,Day_19,12.80970312
AICS-M.TA,Day_20,12.88918351
AICS-M.TA,Day_21,3.426648675
AICS-M.TA,Day_22,3.421685164
AICS-M.TA,Day_23,3.417874837
AICS-M.TA,Day_24,3.422553466
AICS-M.TA,Day_25,3.283185653
AICS-M.TA,Day_26,3.292522521
AICS-M.TA,Day_27,3.353342917
AICS-M.TA,Day_28,3.445237991
AICS-M.TA,Day_29,3.404441698
AICS-M.TA,Day_30,3.426812441
AILN.TA,Day_1,1654.171658
AILN.TA,Day_2,1653.40653
AILN.TA,Day_3,1652.116305
AILN.TA,Day_4,1646.561248
AILN.TA,Day_5,1652.13265
AILN.TA,Day_6,1670.760141
AILN.TA,Day_7,1669.023294
AILN.TA,Day_8,1673.641417
AILN.TA,Day_9,1218.902752
AILN.TA,Day_10,1281.819084
AILN.TA,Day_11,1277.540795
AILN.TA,Day_12,1295.407969
AILN.TA,Day_13,1287.855364
AILN.TA,Day_14,1288.675169
AILN.TA,Day_15,1286.713168
AILN.TA,Day_16,1288.965985
AILN.TA,Day_17,1308.80918
AILN.TA,Day_18,1301.363997
AILN.TA,Day_19,1321.12632
AILN.TA,Day_20,1251.721162
AILN.TA,Day_21,1255.704598
AILN.TA,Day_22,1256.968601
AILN.TA,Day_23,1251.544852
AILN.TA,Day_24,1254.486939
AILN.TA,Day_25,1141.547674
AILN.TA,Day_26,1140.186251
AILN.TA,Day_27,1143.449141
AILN.TA,Day_28,1131.191116
AILN.TA,Day_29,1133.60912
AILN.TA,Day_30,1141.543326
ALAR.TA,Day_1,487.2632633
ALAR.TA,Day_2,485.875887
ALAR.TA,Day_3,499.9108175
ALAR.TA,Day_4,501.8909105
ALAR.TA,Day_5,502.9723684
ALAR.TA,Day_6,498.9198833
ALAR.TA,Day_7,487.1605089
ALAR.TA,Day_8,452.6009077
ALAR.TA,Day_9,451.3509566
ALAR.TA,Day_10,486.6945599
ALAR.TA,Day_11,491.314822
ALAR.TA,Day_12,465.379489
ALAR.TA,Day_13,452.8646576
ALAR.TA,Day_14,443.3060746
