Ticker,MSE,MAE,MAPE,R2
GAGR.TA,1423.63633,35.20009756,0.124321469,0.612785949
GAON-M.TA,1033732.879,842.9422362,3.457268888,-0.929470195
GVYM.TA,16238.26481,108.7773894,0.03735348,0.36872321
GEFR.TA,42.80923305,5.529553793,0.089355055,0.492727198
GNCL.TA,589.744607,20.14474771,0.371121424,-28.10679169
GNRS.TA,20.26899648,3.008813408,0.04810437,0.733367769
GFC-M.TA,10224.26568,74.49012661,2.052555017,0.959256781
GIBUI.TA,0.006503871,0.053502858,0.0701217,0
GILT.TA,1374.395627,30.04650581,0.016935716,0.957378544
GLTL.TA,51.02573571,5.710908316,0.095090246,-0.132586272
GNGR.TA,6192.553856,70.98835022,0.074417097,-2.977243386
GIX.TA,241.989892,14.10523956,0.930778721,-21.29091764
GKL.TA,1.449056256,0.940415328,0.014508436,0.984034894
GLRS.TA,20542288.39,3214.955749,0.072109499,-0.91945292
GOLD.TA,247827.6524,350.7819804,0.025688087,0.86203461
GOHO.TA,115023.7543,287.1320702,0.137434054,-5.242845489
GOLF.TA,1355.7997,29.47531748,0.059652642,0.884630958
G107.TA,444.3305584,16.78848271,0.362367862,-50.61769195
GUID.TA,123113.8783,260.7810076,17.80663201,-1.326426777
HGG.TA,9737.832314,83.39178616,0.047341121,0.792075905
HGGE.TA,3883.645392,51.58422703,0.102987111,0.416544903
HMAM.TA,4025.934507,43.68052704,1.443424381,-0.236348101
MSBI.TA,52.84529922,5.278876576,0.043646688,0.301782609
HAMAT.TA,3375.76565,47.10939187,0.038372631,0.933367995
HARL.TA,223728.4674,306.4419501,0.072971396,0.301443552
HICN.TA,10678.84605,78.86742401,0.812071915,-83.90986922
HLAN.TA,663359.7656,568.7434896,0.027155673,0.465358691
HIPR.TA,17373.19879,103.0444247,0.065330195,-1.482223133
HRON.TA,308774604.8,7247.416159,0.711154724,0.277643456
HOD.TA,58071.51635,170.9945535,0.042941451,0.774646104
HLMS.TA,4045.158681,49.89519941,0.095790087,-1.055486066
HMGS.TA,48049.52655,183.8648529,2.123035441,-63.93393043
HUMX.TA,346.7235528,14.07657469,0.362853461,-3.399415403
ICL.TA,11844.38151,83.02691005,0.051249601,-0.202569618
ICON.TA,2327.148296,38.79322591,0.087992541,-4.079373755
IDNT.TA,11783.84697,94.04545806,0.526283163,-3.775360158
IDIN.TA,3137101.75,1399.502803,0.111864961,-0.85571672
IDMO.TA,10817.84003,91.18210879,0.257256083,-6.976814692
IES.TA,919620.6011,710.5227071,0.032628807,0.709532234
INTO.TA,33030.93476,162.8024433,0.65364685,-0.287065214
ILDR.TA,9334.931594,69.61098772,0.088979045,-2.539703155
ILX.TA,28414.33779,148.3497801,0.022544392,0.909634163
ISI.TA,2701.526323,40.56401814,0.028782216,0.567086733
IMCO.TA,411231.141,507.2799896,0.160187077,-5.458578535
IMED.TA,1806505.763,988.3640071,56.12585463,-949.1037565
INRM.TA,2934.13714,35.98869113,0.026618922,0.951204601
ININ.TA,480.3486742,19.49861939,0.080004843,-1.600561379
INCR.TA,37583.08258,128.6209064,0.174953135,-1.307846226
INTR.TA,10263547.4,2612.508691,4.386108592,-0.588569405
ISCN.TA,6487.480958,66.34768205,0.047172275,0.336976409
ILDC.TA,9812.257541,77.89749468,0.024718981,0.883831498
ISHI.TA,83591.90734,222.6330474,0.031963366,0.947085298
ISRG.TA,77.48958303,6.611947583,0.036882149,0.727673214
ISRS.TA,65742533.14,5199.133861,0.062675862,-0.157260635
ISRO.TA,194128.3146,343.2598609,0.043280016,0.294935896
ISTA.TA,210624.1271,352.9604016,0.044483647,0.821248092
JCFN.TA,18908.29137,102.1767773,0.050293289,-0.580032247
JBNK.TA,38471.73874,121.5778918,0.079147283,-0.084601283
JNGO.TA,16242.08757,98.53118439,2.102930944,-3.533615481
