Ticker,MSE,MAE,MAPE,R2
ENLV.TA,13494.73811,110.7732112,0.228831172,-3.124590516
EPIT.TA,103587.9087,270.4747473,0.313759428,-1.002878648
EQTL.TA,1517440.466,872.1634353,0.062861269,0.248286715
BCUR.TA,76.54434515,6.95868122,0.273079012,-2.75870505
ETGA.TA,19453.02986,121.69537,0.084267825,0.315093588
EVGN.TA,772713.9381,720.8715679,0.949818839,-1.010444543
EXPO.TA,1167601.468,768.5704117,0.133653801,-0.877450458
FTAL.TA,13617642.86,3230.744411,0.071208909,0.527814337
FEAT.TA,3733.662389,38.22452276,23.00633934,-0.207848966
FIBI.TA,5013237.035,1664.876913,0.100129767,-2.093487117
FIBIH.TA,3952146.608,1378.193129,0.07849941,-1.008748971
FGAS.TA,4663.731937,55.77489716,0.050521262,-1.180665227
FLYS.TA,281.7960145,13.76924382,0.25278894,-6.9618447
FBRT.TA,752357.6202,700.3055529,0.051822009,0.118192259
FRSX.TA,6.101871594,1.882740529,0.187850874,-0.269017261
FORTY.TA,520610.6868,552.9540301,0.018373599,0.901638047
FOX.TA,1528601.48,992.6393388,0.037355054,0.685631215
FRDN.TA,93085.62976,198.9972569,0.043401194,0.73153673
GOSS.TA,178.0544795,8.915255663,0.019219224,0.65105989
GCT.TA,2184.530001,34.31668711,0.028668209,0.924196879
GPGB-M.TA,14690.22403,44.81475833,0.930358987,0.907457737
GLTC.TA,46.50560204,5.945864406,0.357536937,-2.742188205
GMLA.TA,34844.35095,162.1256027,4.832845858,0.061256983
GSFI.TA,720184.6556,774.427262,0.222302339,-3.662738288
GAGR.TA,1669.173172,36.74767669,0.129594136,0.54600252
GAON-M.TA,827620.4523,670.9519282,2.719211632,-0.544759801
GVYM.TA,28871.34134,147.3588113,0.05045668,-0.122398722
GEFR.TA,19.40309053,3.583662266,0.060797766,0.770080906
GNCL.TA,3485.197959,54.71448528,1.002073078,-171.0116298
GNRS.TA,16.04438031,2.737474674,0.045569592,0.788941258
GFC-M.TA,18541.64265,83.74704461,2.619523018,0.926112424
GIBUI.TA,0.010434515,0.082654472,0.108328271,0
GILT.TA,772.2773639,23.16556307,0.012666498,0.976050865
GLTL.TA,94.84055621,8.839351902,0.145764288,-1.105116379
GNGR.TA,6298.218584,70.66898154,0.073674858,-3.045107848
GIX.TA,92.85094921,6.105606575,0.401717295,-7.552972377
GKL.TA,10.00195262,1.924963168,0.028091769,0.8898026
GLRS.TA,11982431.68,2352.547283,0.052390743,-0.119627621
GOLD.TA,311077.276,406.0885099,0.029439964,0.826823612
GOHO.TA,111974.5186,275.1684203,0.133079067,-5.076952328
GOLF.TA,1172.817453,27.40514095,0.056005055,0.900201464
G107.TA,143.602046,9.245101929,0.199716682,-15.68218859
GUID.TA,131433.0428,274.0442979,17.59071757,-1.483630232
HGG.TA,8771.076114,76.81160085,0.044421456,0.812718272
HGGE.TA,4190.904811,54.99025819,0.108683878,0.37038413
HMAM.TA,4342.977997,46.52298637,1.385450013,-0.333710866
MSBI.TA,57.87179169,5.466868579,0.044881882,0.235370184
HAMAT.TA,7511.997098,53.69609306,0.04396604,0.851725658
HARL.TA,223548.0226,278.9718028,0.064003499,0.302006962
HICN.TA,12566.13721,99.31927231,1.000826738,-98.91613911
HLAN.TA,780993.0377,733.592702,0.036295615,0.370551002
HIPR.TA,12056.276,89.8363444,0.057059057,-0.722559417
HRON.TA,354337984.7,9536.265498,0.678248631,0.171051122
HOD.TA,45979.08157,136.9115218,0.033460014,0.821572333
HLMS.TA,3009.916143,42.36403997,0.081449122,-0.529443263
HMGS.TA,68858.02836,231.4674422,2.597515407,-92.05445327
HUMX.TA,1296.030046,30.0761553,0.820487413,-15.44472808
ICL.TA,20318.19726,114.3045694,0.071328432,-1.024496418
ICON.TA,2007.158688,28.59088826,0.065910257,-3.380945202
IDNT.TA,20076.41223,118.0472283,0.635758329,-7.135891387
IDIN.TA,2603938.444,1247.661673,0.099495856,-0.540330054
IDMO.TA,5514.518824,63.98203382,0.178442665,-3.066273366
IES.TA,845712.0419,715.9054878,0.034077039,0.732876703
INTO.TA,43369.08915,178.8281257,0.686932193,-0.689896044
ILDR.TA,3138.840596,46.67020968,0.062153007,-0.190213752
ILX.TA,45659.6031,193.9524224,0.029085116,0.854789217
ISI.TA,2082.549747,32.70800781,0.023100979,0.66627628
IMCO.TA,437904.1188,530.5501342,0.170093731,-5.8774902
IMED.TA,26930.88521,124.008669,20.7199057,-13.16388241
INRM.TA,5067.762435,48.61756909,0.036089168,0.915721903
ININ.TA,1502.987996,35.80112538,0.146025168,-7.137032005
INCR.TA,21512.4604,84.76729057,0.124649636,-0.321005281
INTR.TA,11417880.3,2848.786876,5.123435259,-0.767234524
ISCN.TA,8468.8719,75.55133999,0.053420656,0.134477327
