Ticker,MSE,MAE,MAPE,R2
ILDC.TA,23262.78578,129.3714034,0.041532652,0.72458907
ISHI.TA,114312.4188,238.8914496,0.033344289,0.927638838
ISRG.TA,124.6187379,8.360546973,0.044855246,0.562044096
ISRS.TA,52864479.23,4807.031917,0.058435585,0.069430734
ISRO.TA,155680.5408,328.1800924,0.041509694,0.434576243
ISTA.TA,297162.4606,459.6149605,0.057894526,0.747804976
JCFN.TA,12828.00336,89.85565451,0.045361697,-0.07194556
JBNK.TA,38178.39881,121.3548475,0.078997682,-0.076331398
JNGO.TA,21502.88347,82.44514698,3.606594989,-5.002048993
KDST.TA,45809.86913,149.7732301,0.184965612,0.407213174
KAFR.TA,85518.23545,238.7091432,0.092294032,0.140468128
KMDA.TA,2837.837545,41.32638823,0.01960875,0.692138868
KRDI.TA,33.68271717,4.459919007,0.017471515,0.975520532
KARE.TA,2082.294178,37.6585614,0.075655414,-0.069126205
KEN.TA,200795.6424,365.7975975,0.036884277,0.611910062
KRUR.TA,77528.22164,198.1093155,0.030082434,0.757841403
KSTN.TA,1722.05234,33.11393426,0.057373982,0.347253395
KLIL.TA,785618.3668,757.0124968,0.035483535,0.892175088
KNFM.TA,33694.89547,137.3389709,0.106839748,-0.496806481
LHIS.TA,260477.3288,381.7149385,1.86330252,-0.493228475
LAHAV.TA,201.517521,11.56161573,0.030616369,0.940206052
LSCO.TA,95.85107886,7.096587514,0.022492555,0.939856044
LUMI.TA,489826.0902,598.9940771,0.158088108,-1.894293019
LEOF.TA,710.104052,23.7003773,0.100524481,0.270922695
LEVI.TA,5104922.753,2005.153265,0.068996763,0.824667954
LVPR.TA,70672.67639,215.0287252,0.03509118,0.914136439
LBRA.TA,69138.21788,221.9082418,0.263156485,-2.034574255
LPSN.TA,77495.35483,227.3817089,0.610618801,-9.143628163
LODZ.TA,410004.339,309.5553258,7.811848896,0.120999036
LUDN.TA,131093.115,283.6619853,0.149465772,-1.20837648
LUZN.TA,3084.226465,49.11544477,0.189880213,-3.569330213
LURO.TA,24816.34765,151.6757609,0.081924375,-10.32190038
MGIC.TA,13693.58207,91.44874635,0.022024809,0.724363757
MLTM.TA,18625.32945,92.7922661,0.014397159,0.981282223
MSLA.TA,4204.831789,37.23604081,0.028486117,-3.17679544
MSVT.TA,88269.18031,286.5043623,2.258747013,-131.4311471
MTLF.TA,524.8220986,18.61309604,0.050644851,-0.642850835
MTRX.TA,62571.73959,167.4185086,0.021281322,0.82626484
MAXO.TA,9908.284482,81.7183088,0.074649036,0.189623356
MTRN.TA,564946.4578,698.5984849,0.693614935,-9.205245719
MDPR.TA,274.3800489,13.64995271,0.026433137,0.889568689
MPRS.TA,247.8377993,10.85184913,4.328065845,0.648205963
MDTR.TA,915.3865382,26.92963639,0.032601254,0.884483054
